中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,16 ms,784 Mbps,100454 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,18 ms,444 Mbps,56934 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,360 Mbps,46080 kB/s
35.197.23.75,443,35.212.183.118,US,Seattle,隧道,37 ms,591 Mbps,75673 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,16 ms,840 Mbps,107520 kB/s
129.146.7.98,443,2a09:bac5:60eb:78::c:3a3,US,Los Angeles,隧道,34 ms,71 Mbps,9140 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,38 ms,608 Mbps,77824 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,21 ms,1176 Mbps,150528 kB/s
35.230.79.26,443,35.212.183.118,US,Seattle,隧道,45 ms,604 Mbps,77312 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,60 ms,339 Mbps,43417 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,151 ms,178 Mbps,22835 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,66 ms,47 Mbps,6052 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,108 ms,221 Mbps,28364 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,97 ms,1 Mbps,152 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,157 ms,128 Mbps,16486 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,111 ms,244 Mbps,31232 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,40 ms,299 Mbps,38297 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,154 ms,128 Mbps,16384 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,56 ms,451 Mbps,57753 kB/s
193.123.38.223,443,2a0b:21c0:1007:c8:0:6058:dc17:8f6d,DE,Frankfurt,隧道,161 ms,128 Mbps,16486 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,157 ms,38 Mbps,4951 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,157 ms,125 Mbps,16076 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,146 ms,144 Mbps,18432 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,188 ms,2 Mbps,363 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,170 ms,132 Mbps,16896 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,173 ms,23 Mbps,3027 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,60 ms,37 Mbps,4843 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,152 ms,48 Mbps,6239 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,153 ms,27 Mbps,3519 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,171 ms,192 Mbps,24576 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,68 ms,517 Mbps,66252 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,134 ms,148 Mbps,18944 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,146 ms,43 Mbps,5628 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,165 ms,41 Mbps,5281 kB/s
129.154.50.220,443,2602:ffe4:407:20da:0:450e:315e:b981,SG,Singapore,隧道,205 ms,88 Mbps,11366 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,160 ms,43 Mbps,5604 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,155 ms,44 Mbps,5695 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,180 ms,34 Mbps,4441 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,179 ms,41 Mbps,5371 kB/s
130.162.144.191,443,2a09:bac1:3f20::299:b,KR,Seoul,隧道,154 ms,38 Mbps,4874 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,260 ms,68 Mbps,8824 kB/s
146.56.137.229,443,2607:a400:a:6c:0:1c13:e7fe:894,US,Los Angeles,隧道,207 ms,104 Mbps,13414 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,169 ms,40 Mbps,5142 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,190 ms,4 Mbps,544 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,176 ms,28 Mbps,3607 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,162 ms,42 Mbps,5378 kB/s
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,194 ms,2 Mbps,298 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,155 ms,9 Mbps,1255 kB/s
146.56.146.67,443,146.56.146.67,KR,Seoul,中转,181 ms,105 Mbps,13516 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,183 ms,21 Mbps,2724 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,1161 ms,15 Mbps,1930 kB/s
193.123.80.245,443,193.123.80.245,AE,Marseille,中转,251 ms,29 Mbps,3745 kB/s
