中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,91 ms,456 Mbps,58470 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,33 ms,549 Mbps,70348 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,34 ms,386 Mbps,49459 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,15 ms,80 Mbps,10240 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,69 ms,246 Mbps,31539 kB/s
35.197.23.75,443,35.212.156.18,US,Seattle,隧道,81 ms,325 Mbps,41676 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,98 ms,305 Mbps,39116 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,105 ms,241 Mbps,30924 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,13 ms,864 Mbps,110592 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,87 ms,40 Mbps,5238 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,78 ms,328 Mbps,41984 kB/s
47.90.141.204,443,91.149.239.122,US,Los Angeles,隧道,9 ms,6 Mbps,850 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,91 ms,260 Mbps,33382 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,22 ms,77 Mbps,9928 kB/s
35.230.79.26,443,35.212.156.18,US,Seattle,隧道,76 ms,367 Mbps,47001 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,94 ms,283 Mbps,36249 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,80 ms,391 Mbps,50073 kB/s
158.178.154.78,443,2a0b:21c0:100a:1b2:0:72aa:753d:748,DE,Frankfurt,隧道,92 ms,242 Mbps,31027 kB/s
129.159.84.71,443,129.159.84.71,US,Newark,中转,46 ms,0 Mbps,95 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,81 ms,240 Mbps,30720 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,98 ms,236 Mbps,30310 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,105 ms,27 Mbps,3471 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,108 ms,340 Mbps,43622 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,161 ms,127 Mbps,16281 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,114 ms,96 Mbps,12288 kB/s
192.9.146.103,443,192.9.146.103,US,Seattle,中转,74 ms,296 Mbps,37990 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,64 ms,386 Mbps,49459 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,96 ms,265 Mbps,33996 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Dallas,隧道,76 ms,43 Mbps,5604 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,98 ms,47 Mbps,6027 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,93 ms,46 Mbps,6000 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,95 ms,44 Mbps,5669 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,95 ms,43 Mbps,5557 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,95 ms,41 Mbps,5356 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,68 ms,48 Mbps,6265 kB/s
168.138.149.17,443,168.138.149.17,BR,S
