中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,18 ms,46 Mbps,5974 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,10 ms,776 Mbps,99328 kB/s
35.197.23.75,443,35.212.233.117,US,Seattle,隧道,49 ms,530 Mbps,67891 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,18 ms,880 Mbps,112640 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,50 ms,423 Mbps,54169 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,17 ms,1112 Mbps,142336 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,59 ms,485 Mbps,62156 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,51 ms,442 Mbps,56627 kB/s
35.230.79.26,443,35.212.233.117,US,Seattle,隧道,49 ms,497 Mbps,63692 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,49 ms,439 Mbps,56217 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,53 ms,330 Mbps,42291 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,111 ms,46 Mbps,5979 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,110 ms,191 Mbps,24473 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,103 ms,204 Mbps,26214 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,108 ms,234 Mbps,30003 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,112 ms,45 Mbps,5817 kB/s
141.148.244.95,443,2606:f240:f00:83a7:0:f6a2:8e54:7ae1,DE,Frankfurt,隧道,111 ms,188 Mbps,24166 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,116 ms,45 Mbps,5839 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,149 ms,132 Mbps,16998 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,112 ms,176 Mbps,22630 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,146 ms,38 Mbps,4948 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,114 ms,42 Mbps,5425 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,162 ms,40 Mbps,5122 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,156 ms,40 Mbps,5122 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,167 ms,91 Mbps,11673 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,210 ms,37 Mbps,4743 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,197 ms,39 Mbps,5080 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,202 ms,37 Mbps,4777 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,219 ms,71 Mbps,9114 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,208 ms,35 Mbps,4492 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,213 ms,2 Mbps,327 kB/s
158.180.71.217,443,128.14.110.204,SG,Singapore,隧道,229 ms,59 Mbps,7577 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,201 ms,96 Mbps,12390 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,1136 ms,111 Mbps,14233 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,295 ms,0 Mbps,13 kB/s
