中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.133.201,US,Seattle,隧道,58 ms,124 Mbps,15974 kB/s
34.82.76.253,443,34.19.99.159,US,Seattle,隧道,65 ms,371 Mbps,47513 kB/s
35.230.79.26,443,35.212.133.201,US,Seattle,隧道,53 ms,504 Mbps,64614 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,70 ms,73 Mbps,9452 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,61 ms,316 Mbps,40550 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,24 ms,824 Mbps,105472 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,125 ms,55 Mbps,7142 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,31 ms,667 Mbps,85401 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,28 ms,56 Mbps,7234 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,64 ms,490 Mbps,62771 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,22 ms,808 Mbps,103424 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,25 ms,65 Mbps,8436 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,58 ms,51 Mbps,6645 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,122 ms,38 Mbps,4921 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,126 ms,179 Mbps,22937 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,113 ms,45 Mbps,5768 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,129 ms,156 Mbps,19968 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,142 ms,143 Mbps,18329 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,135 ms,136 Mbps,17408 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,144 ms,144 Mbps,18432 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,110 ms,41 Mbps,5318 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,116 ms,171 Mbps,21913 kB/s
141.147.98.27,443,2a0b:21c0:1007:1c8:0:629e:9f48:38a1,DE,Frankfurt,隧道,123 ms,80 Mbps,10342 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,138 ms,4 Mbps,518 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,144 ms,47 Mbps,6077 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,150 ms,41 Mbps,5313 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,127 ms,47 Mbps,6060 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,130 ms,30 Mbps,3913 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,193 ms,41 Mbps,5281 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,173 ms,41 Mbps,5363 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,169 ms,105 Mbps,13516 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,196 ms,38 Mbps,4943 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,122 ms,38 Mbps,4963 kB/s
130.162.144.191,443,2a09:bac5:4733:1482::20b:5e,KR,Seoul,隧道,172 ms,34 Mbps,4413 kB/s
146.56.38.114,443,107.151.176.66,US,Los Angeles,隧道,204 ms,88 Mbps,11264 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,223 ms,31 Mbps,4095 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,220 ms,8 Mbps,1115 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,201 ms,3 Mbps,477 kB/s
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,193 ms,2 Mbps,280 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,184 ms,9 Mbps,1162 kB/s
193.123.80.245,443,193.123.80.245,AE,Paris,中转,234 ms,29 Mbps,3714 kB/s
8.222.199.55,443,47.84.41.244,SG,Singapore,隧道,222 ms,59 Mbps,7602 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,1589 ms,31 Mbps,4062 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,355 ms,0 Mbps,11 kB/s
