中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.201.5,US,Seattle,隧道,21 ms,976 Mbps,124928 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,7 ms,678 Mbps,86835 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,2 ms,800 Mbps,102400 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,14 ms,2064 Mbps,264192 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,27 ms,920 Mbps,117760 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,11 ms,1520 Mbps,194560 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,20 ms,620 Mbps,79360 kB/s
35.197.23.75,443,35.212.201.5,US,Seattle,隧道,39 ms,944 Mbps,120832 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,61 ms,377 Mbps,48332 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,24 ms,775 Mbps,99225 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,62 ms,330 Mbps,42291 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,19 ms,22 Mbps,2865 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,54 ms,274 Mbps,35123 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,195 Mbps,24985 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,77 ms,45 Mbps,5861 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,106 ms,423 Mbps,54169 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,157 ms,44 Mbps,5702 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,75 ms,51 Mbps,6550 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,153 ms,156 Mbps,19968 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,166 ms,127 Mbps,16281 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,160 ms,39 Mbps,5108 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,161 ms,131 Mbps,16793 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,166 ms,164 Mbps,21094 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,119 ms,172 Mbps,22016 kB/s
130.61.23.77,443,130.61.23.77,,Frankfurt,中转,0 ms,16 Mbps,2150 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,178 ms,140 Mbps,18022 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,185 ms,3 Mbps,427 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,173 ms,111 Mbps,14233 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:107,KR,Seoul,隧道,155 ms,133 Mbps,17100 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,139 ms,144 Mbps,18432 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,165 ms,121 Mbps,15564 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,176 ms,14 Mbps,1847 kB/s
130.162.144.191,443,2a09:bac1:3f00::22:119,KR,Seoul,隧道,139 ms,40 Mbps,5129 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,180 ms,40 Mbps,5131 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,181 ms,61 Mbps,7899 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,182 ms,41 Mbps,5338 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,169 ms,39 Mbps,5098 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,187 ms,39 Mbps,5069 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,166 ms,108 Mbps,13926 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,151 ms,38 Mbps,4884 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,188 ms,35 Mbps,4601 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,202 ms,47 Mbps,6089 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,179 ms,107 Mbps,13721 kB/s
8.219.89.56,443,8.222.207.55,SG,Singapore,隧道,172 ms,60 Mbps,7794 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,172 ms,2 Mbps,383 kB/s
