中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,3 ms,6 Mbps,819 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,20 ms,784 Mbps,100454 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,3 ms,77 Mbps,9887 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,57 ms,352 Mbps,45158 kB/s
129.146.46.164,443,129.146.46.164,298 Mbps,38195 kB/s
35.230.79.26,443,35.212.226.106,US,Seattle,隧道,70 ms,368 Mbps,47104 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,98 ms,265 Mbps,33996 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,97 ms,45 Mbps,5824 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,85 ms,45 Mbps,5791 kB/s
34.82.76.253,443,34.127.34.227,US,Seattle,隧道,68 ms,327 Mbps,41881 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,264 Mbps,33894 kB/s
35.197.23.75,443,35.212.226.106,US,Seattle,隧道,75 ms,248 Mbps,31846 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,73 ms,307 Mbps,39321 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,95 ms,215 Mbps,27545 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,94 ms,42 Mbps,5465 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,72 ms,408 Mbps,52326 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,96 ms,242 Mbps,31027 kB/s
132.145.64.184,443,2606:f240:f00:2be4:0:dd41:684f:7694,US,Frankfurt,隧道,104 ms,212 Mbps,27238 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,217 ms,30 Mbps,3954 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,157 ms,124 Mbps,15872 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,167 ms,43 Mbps,5543 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,165 ms,40 Mbps,5241 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,219 ms,57 Mbps,7356 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,205 ms,35 Mbps,4485 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,219 ms,10 Mbps,1303 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,248 ms,15 Mbps,2016 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,193 ms,87 Mbps,11161 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,218 ms,31 Mbps,4037 kB/s
