中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,1 ms,4 Mbps,627 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,70 ms,232 Mbps,29798 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,91 ms,211 Mbps,27033 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,33 ms,684 Mbps,87654 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,32 ms,689 Mbps,88268 kB/s
47.253.161.22,443,47.253.161.22,US,Ashburn,中转,8 ms,37 Mbps,4800 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,70 ms,418 Mbps,53555 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,107 ms,256 Mbps,32768 kB/s
129.146.46.164,443,129.146.46.164,US,237 Mbps,30412 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,82 ms,247 Mbps,31641 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,40 ms,723 Mbps,92569 kB/s
141.148.147.214,443,141.148.147.214,US,Los Angeles,中转,64 ms,41 Mbps,5258 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,74 ms,392 Mbps,50278 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,106 ms,276 Mbps,35328 kB/s
144.22.252.124,443,144.22.252.124,BR,S
