中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Chicago,中转,30 ms,508 Mbps,65024 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,95 ms,284 Mbps,36352 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,103 ms,43 Mbps,5589 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,82 ms,371 Mbps,47513 kB/s
129.80.177.42,443,129.80.177.42,US,Newark,中转,33 ms,74 Mbps,9479 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,95 ms,46 Mbps,5962 kB/s
35.197.23.75,443,35.212.156.18,US,Seattle,隧道,78 ms,376 Mbps,48128 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,119 ms,299 Mbps,38297 kB/s
35.230.79.26,443,35.212.156.18,US,Seattle,隧道,77 ms,359 Mbps,45977 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,79 ms,377 Mbps,48332 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,80 ms,340 Mbps,43622 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,16 ms,840 Mbps,107520 kB/s
150.230.44.13,443,150.230.44.13,US,Salt Lake City,中转,86 ms,296 Mbps,37888 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,36 ms,548 Mbps,70246 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,90 ms,25 Mbps,3326 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,78 ms,213 Mbps,27340 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,95 ms,205 Mbps,26316 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,94 ms,186 Mbps,23859 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,87 ms,36 Mbps,4714 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,109 ms,305 Mbps,39116 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,114 ms,46 Mbps,5940 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,118 ms,247 Mbps,31641 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,21 ms,91 Mbps,11673 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,87 ms,319 Mbps,40857 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,125 ms,122 Mbps,15667 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,126 ms,49 Mbps,6353 kB/s
192.9.146.103,443,192.9.146.103,US,Los Angeles,中转,83 ms,282 Mbps,36147 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,89 ms,332 Mbps,42496 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,99 ms,45 Mbps,5835 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,104 ms,44 Mbps,5698 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,233 ms,16 Mbps,2065 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,96 ms,203 Mbps,26009 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,105 ms,44 Mbps,5751 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,219 ms,54 Mbps,6950 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,110 ms,43 Mbps,5568 kB/s
158.101.212.88,443,163.123.193.6,DE,Frankfurt,隧道,101 ms,235 Mbps,30105 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,165 ms,132 Mbps,16998 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,201 ms,92 Mbps,11878 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,105 ms,260 Mbps,33382 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,238 ms,2 Mbps,325 kB/s
192.18.134.231,443,192.18.134.231,US,Denver,中转,83 ms,285 Mbps,36556 kB/s
168.138.149.17,443,168.138.149.17,BR,S
