中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,2 ms,7 Mbps,940 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,25 ms,808 Mbps,103424 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,54 ms,388 Mbps,49664 kB/s
35.197.23.75,443,35.212.176.58,US,Seattle,隧道,69 ms,205 Mbps,26316 kB/s
35.230.79.26,443,35.212.176.58,US,Seattle,隧道,70 ms,382 Mbps,48947 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,72 ms,368 Mbps,47104 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,64 ms,268 Mbps,34304 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,67 ms,320 Mbps,41062 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,89 ms,255 Mbps,32665 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,68 ms,316 Mbps,40550 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,73 ms,388 Mbps,49766 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,75 ms,288 Mbps,36966 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,100 ms,245 Mbps,31436 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,84 ms,47 Mbps,6122 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,82 ms,340 Mbps,43520 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,94 ms,1 Mbps,243 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,98 ms,280 Mbps,35840 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,94 ms,48 Mbps,6236 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,178 ms,37 Mbps,4826 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,171 ms,42 Mbps,5452 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,163 ms,119 Mbps,15257 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,205 ms,41 Mbps,5261 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,231 ms,10 Mbps,1309 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,274 ms,1 Mbps,242 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,199 ms,75 Mbps,9659 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,238 ms,35 Mbps,4585 kB/s
