中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,23 ms,904 Mbps,115712 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,82 ms,702 Mbps,89907 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,79 ms,350 Mbps,44851 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,53 ms,395 Mbps,50585 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,45 ms,595 Mbps,76185 kB/s
192.9.138.241,443,192.9.138.241,,colo.txt:San Jose,中转,0 ms,1656 Mbps,211968 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,11 ms,1800 Mbps,230400 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,19 ms,78 Mbps,10035 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,56 ms,848 Mbps,108544 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,26 ms,704 Mbps,90112 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,114 ms,356 Mbps,45670 kB/s
152.67.249.123,443,152.67.249.123,US,San Jose,中转,16 ms,832 Mbps,106496 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,18 ms,44 Mbps,5735 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,181 ms,2 Mbps,318 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,33 ms,84 Mbps,10752 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,106 ms,184 Mbps,23654 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,61 ms,333 Mbps,42700 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,178 ms,42 Mbps,5392 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,40 ms,896 Mbps,114688 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,81 ms,62 Mbps,8029 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,66 ms,292 Mbps,37376 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,30 ms,57 Mbps,7411 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,129 ms,127 Mbps,16281 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::1bd:ea,US,Los Angeles,隧道,18 ms,89 Mbps,11468 kB/s
150.230.249.48,443,150.230.249.48,KR,Seoul,中转,140 ms,145 Mbps,18636 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,141 ms,127 Mbps,16281 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,156 ms,20 Mbps,2560 kB/s
130.162.228.90,443,130.162.228.90,DE,Frankfurt,中转,173 ms,39 Mbps,5038 kB/s
146.56.101.141,443,146.56.101.141,KR,Seoul,中转,129 ms,41 Mbps,5349 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,150 ms,18 Mbps,2372 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,169 ms,3 Mbps,435 kB/s
158.180.65.145,443,2603:c024:e:6666::6666,KR,Seoul,隧道,129 ms,44 Mbps,5649 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,151 ms,106 Mbps,13619 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,144 ms,117 Mbps,15052 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,129 ms,140 Mbps,17920 kB/s
144.24.73.232,443,144.24.73.232,KR,Seoul,中转,249 ms,46 Mbps,5935 kB/s
158.180.89.73,443,2603:c024:e:6666::8888,KR,Seoul,隧道,132 ms,26 Mbps,3368 kB/s
8.222.208.49,443,47.245.84.175,SG,Singapore,隧道,174 ms,96 Mbps,12390 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,150 ms,41 Mbps,5363 kB/s
193.122.4.221,443,2a0b:21c0:1007:c9:0:8d05:e98f:cff6,DE,Frankfurt,隧道,159 ms,104 Mbps,13312 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,133 ms,128 Mbps,16384 kB/s
138.3.254.39,443,138.3.254.39,,colo.txt:Frankfurt,中转,0 ms,103 Mbps,13209 kB/s
144.24.83.39,443,144.24.83.39,KR,Seoul,中转,132 ms,135 Mbps,17305 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,157 ms,40 Mbps,5228 kB/s
8.222.214.191,443,8.222.222.65,SG,Singapore,隧道,244 ms,54 Mbps,7028 kB/s
8.222.249.108,443,47.245.84.175,SG,Singapore,隧道,170 ms,87 Mbps,11161 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,279 ms,39 Mbps,5075 kB/s
