中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,49 ms,436 Mbps,55808 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,49 ms,480 Mbps,61440 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,59 ms,285 Mbps,36556 kB/s
34.82.76.253,443,34.83.144.186,US,Seattle,隧道,49 ms,504 Mbps,64614 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,50 ms,399 Mbps,51097 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,43 ms,436 Mbps,55808 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,66 ms,425 Mbps,54476 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,61 ms,323 Mbps,41369 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,57 ms,397 Mbps,50892 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,105 ms,42 Mbps,5468 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,113 ms,160 Mbps,20582 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,113 ms,41 Mbps,5372 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,60 ms,0 Mbps,75 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,110 ms,170 Mbps,21811 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,121 ms,188 Mbps,24064 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,148 ms,132 Mbps,16998 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,160 ms,47 Mbps,6056 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,162 ms,38 Mbps,4866 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,118 ms,48 Mbps,6209 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,189 ms,41 Mbps,5323 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,195 ms,42 Mbps,5424 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,208 ms,33 Mbps,4337 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,210 ms,33 Mbps,4233 kB/s
150.230.63.93,443,150.230.63.93,JP,Singapore,中转,149 ms,37 Mbps,4830 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,224 ms,70 Mbps,9085 kB/s
146.56.146.67,443,128.14.110.206,SG,Singapore,隧道,273 ms,33 Mbps,4243 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,192 ms,0 Mbps,3 kB/s
