中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.156.18,US,Seattle,隧道,62 ms,534 Mbps,68403 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,13 ms,695 Mbps,88985 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,85 ms,434 Mbps,55603 kB/s
35.230.79.26,443,35.212.156.18,US,Seattle,隧道,87 ms,460 Mbps,58880 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,276 Mbps,35328 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,106 ms,48 Mbps,6169 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,52 ms,349 Mbps,44748 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,116 ms,141 Mbps,18124 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,50 ms,440 Mbps,56320 kB/s
130.162.231.200,443,2a0b:21c0:100a:1b6:0:7cb2:3b15:3a5,DE,Frankfurt,隧道,114 ms,188 Mbps,24064 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,111 ms,41 Mbps,5300 kB/s
34.82.76.253,443,34.83.80.46,US,Seattle,隧道,54 ms,368 Mbps,47104 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,106 ms,42 Mbps,5376 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,175 ms,172 Mbps,22016 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,108 ms,205 Mbps,26316 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,118 ms,189 Mbps,24268 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,166 ms,363 Mbps,46489 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,24 ms,67 Mbps,8662 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,25 ms,87 Mbps,11161 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,116 ms,193 Mbps,24780 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,85 ms,444 Mbps,56934 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,106 ms,48 Mbps,6258 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,62 ms,47 Mbps,6050 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,52 ms,531 Mbps,67993 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,160 ms,150 Mbps,19251 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,112 ms,48 Mbps,6199 kB/s
47.90.141.204,443,91.149.239.72,US,Los Angeles,隧道,23 ms,41 Mbps,5367 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,117 ms,47 Mbps,6100 kB/s
192.18.134.231,443,192.18.134.231,US,Los Angeles,中转,58 ms,352 Mbps,45158 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,81 ms,393 Mbps,50380 kB/s
155.248.196.123,443,155.248.196.123,US,Toronto,中转,72 ms,39 Mbps,5019 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,120 ms,43 Mbps,5512 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,51 ms,362 Mbps,46387 kB/s
192.9.146.103,443,192.9.146.103,US,Los Angeles,中转,83 ms,392 Mbps,50176 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,126 ms,20 Mbps,2594 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,33 ms,502 Mbps,64307 kB/s
130.162.166.152,443,2606:f240:f00:5a42:0:3d2b:b15a:c003,US,Frankfurt,隧道,120 ms,186 Mbps,23859 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,129 ms,42 Mbps,5428 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,76 ms,246 Mbps,31539 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,75 ms,405 Mbps,51916 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,110 ms,41 Mbps,5330 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,130 ms,220 Mbps,28160 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,138 ms,173 Mbps,22220 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:105,KR,Seoul,隧道,208 ms,68 Mbps,8769 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,127 ms,51 Mbps,6581 kB/s
8.212.48.236,443,47.76.21.103,HK,Hong Kong,隧道,260 ms,68 Mbps,8711 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,127 ms,69 Mbps,8861 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,208 ms,27 Mbps,3555 kB/s
146.56.146.67,443,146.56.146.67,KR,Seoul,中转,191 ms,80 Mbps,10240 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,229 ms,30 Mbps,3940 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,220 ms,39 Mbps,5047 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,195 ms,67 Mbps,8667 kB/s
146.56.188.113,443,146.56.188.113,KR,Seoul,中转,229 ms,38 Mbps,4964 kB/s
8.219.63.239,443,8.219.142.198,SG,Singapore,隧道,258 ms,0 Mbps,65 kB/s
8.219.192.155,443,8.222.210.246,SG,Singapore,隧道,259 ms,47 Mbps,6141 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,186 ms,37 Mbps,4772 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,199 ms,93 Mbps,11980 kB/s
152.70.71.23,443,152.70.71.23,IN,Marseille,中转,239 ms,30 Mbps,3966 kB/s
130.162.144.191,443,2a09:bac1:3f20::22:13d,KR,Seoul,隧道,223 ms,32 Mbps,4210 kB/s
64.110.89.92,443,64.110.89.92,KR,Seoul,中转,233 ms,44 Mbps,5691 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,239 ms,76 Mbps,9837 kB/s
168.138.149.17,443,168.138.149.17,BR,S
