中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.236.144,443,192.9.236.144,US,San Jose,中转,3 ms,452 Mbps,57856 kB/s
35.230.79.26,443,35.212.237.223,US,Seattle,隧道,32 ms,968 Mbps,123904 kB/s
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,356 Mbps,45568 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,10 ms,928 Mbps,118784 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,23 ms,976 Mbps,124928 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,3 ms,2592 Mbps,331776 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,22 ms,645 Mbps,82636 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,27 ms,426 Mbps,54579 kB/s
35.197.23.75,443,35.212.237.223,US,Seattle,隧道,27 ms,896 Mbps,114688 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,63 ms,328 Mbps,42086 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,75 ms,7 Mbps,971 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,108 ms,201 Mbps,25804 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,125 ms,45 Mbps,5819 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,120 ms,44 Mbps,5647 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,146 ms,42 Mbps,5384 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,156 ms,37 Mbps,4793 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,161 ms,119 Mbps,15257 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,151 ms,38 Mbps,4926 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,157 ms,126 Mbps,16179 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,166 ms,116 Mbps,14848 kB/s
8.219.151.64,443,8.219.116.219,SG,Singapore,隧道,174 ms,65 Mbps,8323 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,191 ms,92 Mbps,11776 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,167 ms,34 Mbps,4391 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,201 ms,1 Mbps,155 kB/s
