中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,26 ms,824 Mbps,105472 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,77 ms,260 Mbps,33280 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,2 ms,180 Mbps,23040 kB/s
35.230.79.26,443,35.212.151.84,US,Seattle,隧道,75 ms,323 Mbps,41369 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,5 ms,1616 Mbps,206848 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,6 ms,84 Mbps,10854 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,19 ms,755 Mbps,96665 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,74 ms,352 Mbps,45158 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,264 Mbps,33894 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,87 ms,32 Mbps,4125 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,71 ms,366 Mbps,46899 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,5 ms,1624 Mbps,207872 kB/s
35.197.23.75,443,35.212.151.84,US,Seattle,隧道,76 ms,376 Mbps,48230 kB/s
193.123.61.156,443,2a0b:21c0:1007:1ca:0:e1d9:b30:55c0,DE,Frankfurt,隧道,92 ms,262 Mbps,33587 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,106 ms,247 Mbps,31641 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,74 ms,248 Mbps,31846 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,84 ms,8 Mbps,1089 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,97 ms,317 Mbps,40652 kB/s
34.82.76.253,443,34.127.98.139,US,Seattle,隧道,77 ms,330 Mbps,42291 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,71 ms,50 Mbps,6482 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,77 ms,269 Mbps,34508 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,72 ms,331 Mbps,42393 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,83 ms,410 Mbps,52531 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,92 ms,47 Mbps,6033 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,96 ms,46 Mbps,5896 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,95 ms,43 Mbps,5606 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,111 ms,45 Mbps,5799 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,96 ms,33 Mbps,4285 kB/s
144.24.175.174,443,98.98.166.174,US,Frankfurt,隧道,93 ms,115 Mbps,14745 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,122 ms,205 Mbps,26316 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,172 ms,102 Mbps,13107 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,163 ms,128 Mbps,16486 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,177 ms,37 Mbps,4739 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,183 ms,35 Mbps,4532 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,183 ms,44 Mbps,5645 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,188 ms,41 Mbps,5343 kB/s
