中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
43.153.80.208,443,43.153.80.208,US,San Jose,中转,26 ms,1088 Mbps,139264 kB/s
129.146.46.164,443,129.146.46.164,337 Mbps,43212 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,37 ms,571 Mbps,73113 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,28 ms,394 Mbps,50483 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,36 ms,441 Mbps,56524 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,42 ms,535 Mbps,68505 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,25 ms,1136 Mbps,145408 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,26 ms,824 Mbps,105472 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,28 ms,340 Mbps,43520 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,38 ms,666 Mbps,85299 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,37 ms,664 Mbps,85094 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,48 ms,2 Mbps,303 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,43 ms,563 Mbps,72089 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,131 ms,157 Mbps,20172 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,125 ms,46 Mbps,5968 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,135 ms,187 Mbps,23961 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,147 ms,188 Mbps,24064 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,130 ms,205 Mbps,26316 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,135 ms,43 Mbps,5573 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,128 ms,38 Mbps,4937 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,145 ms,143 Mbps,18329 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,168 ms,40 Mbps,5196 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,152 ms,43 Mbps,5525 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,263 ms,28 Mbps,3624 kB/s
