中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,7 Mbps,983 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,21 ms,647 Mbps,82841 kB/s
35.230.79.26,443,35.212.226.106,US,Seattle,隧道,69 ms,373 Mbps,47820 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,69 ms,322 Mbps,41267 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,424 Mbps,54272 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,91 ms,47 Mbps,6115 kB/s
34.82.76.253,443,34.83.144.186,US,Seattle,隧道,67 ms,363 Mbps,46489 kB/s
35.197.23.75,443,35.212.226.106,US,Seattle,隧道,68 ms,311 Mbps,39833 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,75 ms,267 Mbps,34201 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,93 ms,230 Mbps,29491 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,67 ms,361 Mbps,46284 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,96 ms,219 Mbps,28057 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,95 ms,221 Mbps,28364 kB/s
158.101.217.62,443,2606:f240:f00:a683:0:3543:1d82:8ca2,DE,Frankfurt,隧道,91 ms,219 Mbps,28057 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,92 ms,44 Mbps,5707 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,97 ms,44 Mbps,5720 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,166 ms,36 Mbps,4673 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,170 ms,39 Mbps,5057 kB/s
3.112.21.102,443,3.112.21.102,JP,Hong Kong,中转,166 ms,132 Mbps,16896 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,206 ms,35 Mbps,4493 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,214 ms,33 Mbps,4335 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,241 ms,39 Mbps,5065 kB/s
168.138.212.80,443,168.138.212.80,JP,San Jose,中转,162 ms,34 Mbps,4469 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,70 ms,292 Mbps,37376 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,0 ms,40 Mbps,5197 kB/s
