中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,9 ms,872 Mbps,111616 kB/s
35.197.23.75,443,35.212.212.2,US,Seattle,隧道,30 ms,668 Mbps,85504 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,27 ms,373 Mbps,47820 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,19 ms,614 Mbps,78643 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,33 ms,856 Mbps,109568 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,12 ms,976 Mbps,124928 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,6 ms,904 Mbps,115712 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,64 ms,395 Mbps,50585 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,18 ms,460 Mbps,58982 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,7 ms,1104 Mbps,141312 kB/s
35.230.79.26,443,35.212.212.2,US,Seattle,隧道,27 ms,856 Mbps,109568 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,109 ms,201 Mbps,25804 kB/s
129.159.84.71,443,129.159.84.71,US,Newark,中转,73 ms,6 Mbps,828 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,113 ms,42 Mbps,5425 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,111 ms,43 Mbps,5569 kB/s
168.138.212.80,443,168.138.212.80,JP,Osaka,中转,116 ms,43 Mbps,5573 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,158 ms,124 Mbps,15872 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,134 ms,41 Mbps,5311 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,163 ms,107 Mbps,13721 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,173 ms,108 Mbps,13824 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,163 ms,38 Mbps,4893 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,153 ms,15 Mbps,1942 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,185 ms,39 Mbps,5000 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,192 ms,54 Mbps,7025 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,165 ms,42 Mbps,5484 kB/s
