中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,12 ms,1 Mbps,205 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,7 ms,904 Mbps,115712 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,29 ms,731 Mbps,93593 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,71 ms,374 Mbps,47923 kB/s
34.82.76.253,443,35.185.242.6,US,Seattle,隧道,70 ms,317 Mbps,40652 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,4 ms,168 Mbps,21606 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,92 ms,225 Mbps,28876 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,81 ms,240 Mbps,30822 kB/s
35.197.23.75,443,35.212.145.57,US,Seattle,隧道,84 ms,309 Mbps,39628 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,4 ms,80 Mbps,10240 kB/s
35.230.79.26,443,35.212.145.57,US,Seattle,隧道,67 ms,382 Mbps,48947 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,95 ms,252 Mbps,32256 kB/s
193.123.61.156,443,2a0b:21c0:1007:c9:0:d7e3:b3ed:3949,DE,Frankfurt,隧道,88 ms,279 Mbps,35737 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,94 ms,47 Mbps,6117 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,81 ms,253 Mbps,32460 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,87 ms,296 Mbps,37888 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,89 ms,40 Mbps,5151 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,94 ms,49 Mbps,6285 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,89 ms,48 Mbps,6152 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,119 ms,266 Mbps,34099 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,97 ms,303 Mbps,38809 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,78 ms,235 Mbps,30105 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,123 ms,43 Mbps,5607 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,195 ms,109 Mbps,14028 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,72 ms,297 Mbps,38092 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,79 ms,187 Mbps,23961 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,75 ms,270 Mbps,34611 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,92 ms,8 Mbps,1076 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,206 ms,32 Mbps,4194 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,172 ms,113 Mbps,14540 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,221 ms,31 Mbps,4089 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,222 ms,28 Mbps,3690 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,202 ms,76 Mbps,9790 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,258 ms,10 Mbps,1340 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,178 ms,145 Mbps,18636 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,203 ms,61 Mbps,7850 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,241 ms,2 Mbps,310 kB/s
130.162.144.191,443,2a09:bac1:3f20::299:17,KR,Seoul,隧道,225 ms,33 Mbps,4266 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,233 ms,34 Mbps,4393 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,218 ms,20 Mbps,2601 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,197 ms,73 Mbps,9454 kB/s
146.56.154.57,443,128.14.104.155,SG,Singapore,隧道,259 ms,57 Mbps,7411 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,218 ms,4 Mbps,557 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,248 ms,38 Mbps,4887 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,243 ms,39 Mbps,5085 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,93 ms,43 Mbps,5567 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,260 ms,49 Mbps,6291 kB/s
193.123.80.245,443,193.123.80.245,AE,Marseille,中转,196 ms,33 Mbps,4307 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,206 ms,0 Mbps,114 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,208 ms,0 Mbps,6 kB/s
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,0 ms,0 Mbps,65 kB/s
