中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,35 ms,65 Mbps,8338 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,56 ms,354 Mbps,45363 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,36 ms,832 Mbps,106496 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,16 ms,57 Mbps,7378 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,24 ms,650 Mbps,83251 kB/s
15.188.90.171,443,2a05:d012:ddc:4d00:9b41:ec06:14ca:3db5,FR,Paris,隧道,107 ms,212 Mbps,27136 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,56 ms,346 Mbps,44339 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,38 ms,424 Mbps,54374 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,107 ms,44 Mbps,5739 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,53 ms,448 Mbps,57446 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,301 Mbps,38604 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,59 ms,508 Mbps,65024 kB/s
129.146.7.98,443,2a09:bac1:76a0:e18::26a:42,US,Los Angeles,隧道,63 ms,68 Mbps,8772 kB/s
184.169.181.217,443,184.169.181.217,US,Portland,中转,88 ms,430 Mbps,55091 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,51 ms,459 Mbps,58777 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,54 ms,282 Mbps,36147 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,107 ms,196 Mbps,25190 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,120 ms,43 Mbps,5535 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,120 ms,26 Mbps,3425 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,126 ms,246 Mbps,31539 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,131 ms,184 Mbps,23552 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,117 ms,219 Mbps,28057 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,128 ms,170 Mbps,21811 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,56 ms,55 Mbps,7041 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,116 ms,45 Mbps,5883 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,110 ms,42 Mbps,5400 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,152 ms,140 Mbps,18022 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,125 ms,37 Mbps,4757 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,142 ms,42 Mbps,5408 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,185 ms,138 Mbps,17715 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,115 ms,38 Mbps,4918 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,115 ms,50 Mbps,6410 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,208 ms,34 Mbps,4419 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,219 ms,2 Mbps,297 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,200 ms,42 Mbps,5419 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:11d,KR,Seoul,隧道,207 ms,77 Mbps,9932 kB/s
130.162.144.191,443,2a09:bac1:3f00::22:11b,KR,Seoul,隧道,199 ms,30 Mbps,3965 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,179 ms,104 Mbps,13414 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,241 ms,40 Mbps,5204 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,203 ms,42 Mbps,5390 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,208 ms,84 Mbps,10854 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,256 ms,73 Mbps,9360 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,207 ms,0 Mbps,59 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,294 ms,61 Mbps,7904 kB/s
146.56.171.110,443,107.151.176.66,US,Los Angeles,隧道,234 ms,69 Mbps,8854 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Portland,隧道,243 ms,0 Mbps,15 kB/s
193.123.80.245,443,193.123.80.245,AE,Amsterdam,中转,229 ms,7 Mbps,982 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,200 ms,12 Mbps,1590 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,307 ms,0 Mbps,35 kB/s
