中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.181.70,US,Seattle,隧道,37 ms,560 Mbps,71782 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,22 ms,652 Mbps,83456 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,7 ms,444 Mbps,56832 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,18 ms,236 Mbps,30208 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,18 ms,992 Mbps,126976 kB/s
35.197.23.75,443,35.212.181.70,US,Seattle,隧道,38 ms,608 Mbps,77824 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,38 ms,484 Mbps,61952 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,21 ms,589 Mbps,75468 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,22 ms,518 Mbps,66355 kB/s
34.82.76.253,443,35.185.231.63,US,Seattle,隧道,38 ms,621 Mbps,79564 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,56 ms,50 Mbps,6443 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,80 ms,402 Mbps,51507 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,49 ms,5 Mbps,727 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,109 ms,212 Mbps,27136 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,142 ms,153 Mbps,19660 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,143 ms,136 Mbps,17510 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,119 ms,46 Mbps,5945 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,158 ms,43 Mbps,5512 kB/s
152.70.52.84,443,152.70.52.84,NL,Amsterdam,中转,132 ms,132 Mbps,16896 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,133 ms,44 Mbps,5693 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,145 ms,164 Mbps,21094 kB/s
129.154.197.32,443,161.118.151.165,KR,Seoul,隧道,158 ms,111 Mbps,14233 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,164 ms,45 Mbps,5768 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,172 ms,40 Mbps,5173 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,172 ms,4 Mbps,523 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,193 ms,30 Mbps,3911 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,190 ms,9 Mbps,1254 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,163 ms,116 Mbps,14848 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,141 ms,37 Mbps,4838 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,162 ms,41 Mbps,5290 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,210 ms,44 Mbps,5721 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,115 ms,3 Mbps,423 kB/s
