中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.236.144,443,192.9.236.144,US,San Jose,中转,6 ms,416 Mbps,53248 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,39 ms,340 Mbps,43622 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,43 ms,464 Mbps,59494 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,10 ms,2448 Mbps,313344 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,5 ms,928 Mbps,118784 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,21 ms,1072 Mbps,137216 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,73 ms,7 Mbps,906 kB/s
35.197.23.75,443,35.212.241.9,US,Seattle,隧道,27 ms,1056 Mbps,135168 kB/s
35.230.79.26,443,35.212.241.9,US,Seattle,隧道,21 ms,1024 Mbps,131072 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,61 ms,355 Mbps,45465 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,112 ms,46 Mbps,5902 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,204 Mbps,26214 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,119 ms,43 Mbps,5577 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,120 ms,37 Mbps,4850 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,135 ms,43 Mbps,5604 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,157 ms,43 Mbps,5609 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,160 ms,112 Mbps,14336 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,191 ms,88 Mbps,11264 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,156 ms,125 Mbps,16076 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,161 ms,37 Mbps,4749 kB/s
