中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,25 ms,1160 Mbps,148480 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,20 ms,590 Mbps,75571 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,15 ms,702 Mbps,89907 kB/s
35.197.23.75,443,35.212.183.118,US,Seattle,隧道,51 ms,447 Mbps,57241 kB/s
129.146.7.98,443,2a09:bac5:60eb:183c::26a:b4,US,Los Angeles,隧道,23 ms,132 Mbps,16998 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,20 ms,824 Mbps,105472 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,36 ms,282 Mbps,36147 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,50 ms,510 Mbps,65331 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,38 ms,453 Mbps,58060 kB/s
35.230.79.26,443,35.212.183.118,US,Seattle,隧道,51 ms,524 Mbps,67174 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,40 ms,504 Mbps,64614 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,61 ms,46 Mbps,6012 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,58 ms,45 Mbps,5879 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,60 ms,564 Mbps,72192 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,75 ms,336 Mbps,43110 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,116 ms,219 Mbps,28057 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,122 ms,329 Mbps,42188 kB/s
84.235.162.73,443,98.98.166.178,US,Frankfurt,隧道,144 ms,146 Mbps,18739 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,78 ms,3 Mbps,387 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,115 ms,207 Mbps,26521 kB/s
130.162.144.191,443,2a09:bac5:4735:1a14::299:3e,KR,Seoul,隧道,155 ms,40 Mbps,5245 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,159 ms,126 Mbps,16179 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,144 ms,196 Mbps,25190 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,155 ms,146 Mbps,18739 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,154 ms,135 Mbps,17305 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,142 ms,46 Mbps,5929 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,152 ms,45 Mbps,5771 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,158 ms,125 Mbps,16076 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,110 ms,160 Mbps,20480 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,139 ms,175 Mbps,22425 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,157 ms,43 Mbps,5528 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,157 ms,43 Mbps,5622 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,145 ms,41 Mbps,5252 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,175 ms,37 Mbps,4795 kB/s
141.144.204.88,443,2a0b:21c0:1007:c7:0:ce86:a29:435,DE,Frankfurt,隧道,166 ms,128 Mbps,16384 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,184 ms,39 Mbps,5106 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,162 ms,41 Mbps,5251 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,147 ms,1 Mbps,228 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,170 ms,116 Mbps,14950 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,155 ms,122 Mbps,15667 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,160 ms,35 Mbps,4590 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,175 ms,4 Mbps,558 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,188 ms,33 Mbps,4287 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,181 ms,3 Mbps,431 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,192 ms,37 Mbps,4742 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,174 ms,25 Mbps,3257 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,238 ms,71 Mbps,9195 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,151 ms,3 Mbps,434 kB/s
47.57.233.126,443,47.88.10.133,US,San Jose,隧道,169 ms,0 Mbps,42 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,181 ms,14 Mbps,1827 kB/s
193.123.80.245,443,193.123.80.245,AE,Marseille,中转,248 ms,23 Mbps,3045 kB/s
