中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.215.237,US,Seattle,隧道,32 ms,872 Mbps,111616 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,2 ms,679 Mbps,86937 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,6 ms,2560 Mbps,327680 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,64 ms,439 Mbps,56217 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,27 ms,634 Mbps,81203 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,38 ms,798 Mbps,102195 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,25 ms,101 Mbps,13004 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,36 ms,664 Mbps,84992 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,119 ms,213 Mbps,27340 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,40 ms,264 Mbps,33792 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,94 ms,379 Mbps,48537 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,37 ms,912 Mbps,116736 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,148 ms,109 Mbps,14028 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,167 ms,45 Mbps,5855 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,82 ms,45 Mbps,5863 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,74 ms,492 Mbps,62976 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,175 ms,104 Mbps,13414 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,142 ms,176 Mbps,22528 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,171 ms,126 Mbps,16179 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,168 ms,129 Mbps,16588 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,109 ms,164 Mbps,21094 kB/s
8.222.171.165,443,8.222.213.200,SG,Singapore,隧道,187 ms,24 Mbps,3154 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,177 ms,140 Mbps,17920 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,165 ms,42 Mbps,5465 kB/s
47.90.141.204,443,91.149.239.62,US,Los Angeles,隧道,80 ms,17 Mbps,2296 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,159 ms,36 Mbps,4734 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,176 ms,41 Mbps,5341 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,158 ms,52 Mbps,6781 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,176 ms,3 Mbps,441 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,174 ms,37 Mbps,4795 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,163 ms,38 Mbps,4970 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,168 ms,109 Mbps,14028 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,183 ms,32 Mbps,4102 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,164 ms,145 Mbps,18636 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,179 ms,28 Mbps,3645 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,180 ms,35 Mbps,4601 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,156 ms,124 Mbps,15974 kB/s
158.101.212.88,443,2a0b:21c0:100a:1b5:0:1e4a:466a:4cf8,DE,Frankfurt,隧道,189 ms,74 Mbps,9501 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,164 ms,40 Mbps,5192 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,168 ms,35 Mbps,4486 kB/s
8.219.198.54,443,8.222.220.238,SG,Singapore,隧道,175 ms,67 Mbps,8699 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,172 ms,108 Mbps,13926 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,171 ms,47 Mbps,6092 kB/s
129.154.207.203,443,2a09:bac1:3f00::3d0:5b,KR,Hong Kong,隧道,142 ms,114 Mbps,14643 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,160 ms,27 Mbps,3496 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,213 ms,91 Mbps,11673 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,171 ms,44 Mbps,5652 kB/s
131.186.17.132,443,131.186.17.132,KR,Hong Kong,中转,162 ms,41 Mbps,5321 kB/s
146.56.162.25,443,146.56.162.25,KR,Hong Kong,中转,134 ms,20 Mbps,2602 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,174 ms,7 Mbps,955 kB/s
8.219.62.94,443,8.219.116.219,SG,Singapore,隧道,194 ms,14 Mbps,1868 kB/s
193.122.125.14,443,130.162.140.114,KR,Hong Kong,隧道,152 ms,138 Mbps,17715 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,162 ms,120 Mbps,15360 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,179 ms,3 Mbps,480 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,192 ms,39 Mbps,5101 kB/s
158.180.82.186,443,158.180.82.186,KR,Hong Kong,中转,139 ms,139 Mbps,17817 kB/s
146.56.146.67,443,146.56.146.67,KR,San Jose,中转,156 ms,139 Mbps,17817 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,151 ms,0 Mbps,88 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,249 ms,66 Mbps,8542 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,180 ms,2 Mbps,256 kB/s
129.151.148.35,443,129.151.148.35,AE,Amsterdam,中转,270 ms,28 Mbps,3637 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,369 ms,0 Mbps,16 kB/s
