中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,26 ms,41 Mbps,5289 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,99 ms,49 Mbps,6352 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,8 ms,73 Mbps,9397 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,70 ms,227 Mbps,29081 kB/s
129.146.7.98,443,2a09:bac5:60e9:1846::26b:a0,US,Los Angeles,隧道,76 ms,64 Mbps,8207 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,5 ms,770 Mbps,98611 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,78 ms,424 Mbps,54272 kB/s
129.146.46.164,443,129.146.46.164,US,304 Mbps,39014 kB/s
35.230.79.26,443,35.212.229.69,US,Seattle,隧道,77 ms,278 Mbps,35635 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,19 ms,428 Mbps,54886 kB/s
35.197.23.75,443,35.212.229.69,US,Seattle,隧道,75 ms,349 Mbps,44748 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,76 ms,316 Mbps,40550 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,81 ms,338 Mbps,43315 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,71 ms,288 Mbps,36966 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,67 ms,368 Mbps,47104 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,65 ms,331 Mbps,42393 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,96 ms,248 Mbps,31744 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,90 ms,254 Mbps,32563 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,94 ms,45 Mbps,5864 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,85 ms,259 Mbps,33177 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,97 ms,49 Mbps,6323 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,47 ms,1 Mbps,160 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,75 ms,324 Mbps,41574 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,109 ms,346 Mbps,44339 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,86 ms,280 Mbps,35840 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,92 ms,43 Mbps,5623 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,118 ms,282 Mbps,36147 kB/s
158.101.221.74,443,2a0b:21c0:100a:1f9:0:653f:a585:1d7f,DE,Frankfurt,隧道,129 ms,226 Mbps,28979 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,106 ms,19 Mbps,2452 kB/s
144.21.35.132,443,2a0b:21c0:1007:1ca:0:f486:bc08:2a15,DE,Frankfurt,隧道,101 ms,264 Mbps,33894 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,100 ms,40 Mbps,5191 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,101 ms,220 Mbps,28262 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,100 ms,46 Mbps,5906 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,184 ms,113 Mbps,14540 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,192 ms,95 Mbps,12185 kB/s
