中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Chicago,中转,15 ms,504 Mbps,64512 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,13 ms,3 Mbps,400 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,40 ms,580 Mbps,74240 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,75 ms,287 Mbps,36761 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,97 ms,36 Mbps,4658 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,69 ms,296 Mbps,37888 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,12 ms,66 Mbps,8565 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,103 ms,242 Mbps,31027 kB/s
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,90 ms,352 Mbps,45056 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,108 ms,277 Mbps,35532 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,79 ms,380 Mbps,48742 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,74 ms,306 Mbps,39219 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,117 ms,22 Mbps,2870 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,97 ms,257 Mbps,32972 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,104 ms,195 Mbps,24985 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,102 ms,46 Mbps,6003 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,99 ms,272 Mbps,34918 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,101 ms,208 Mbps,26726 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,58 ms,47 Mbps,6051 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,36 ms,26 Mbps,3336 kB/s
47.90.141.204,443,91.149.239.72,US,Los Angeles,隧道,13 ms,44 Mbps,5653 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,102 ms,246 Mbps,31539 kB/s
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,85 ms,330 Mbps,42291 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,123 ms,149 Mbps,19148 kB/s
144.24.252.15,443,144.24.252.15,CH,Zurich,中转,98 ms,40 Mbps,5207 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,109 ms,41 Mbps,5309 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,96 ms,292 Mbps,37376 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,94 ms,232 Mbps,29696 kB/s
158.101.202.251,443,2a0b:21c0:100a:1f9:0:d960:2528:9cda,DE,Frankfurt,隧道,104 ms,249 Mbps,31948 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,112 ms,273 Mbps,35020 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,31 ms,143 Mbps,18329 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,60 ms,484 Mbps,61952 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,93 ms,278 Mbps,35635 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,125 ms,26 Mbps,3363 kB/s
130.162.144.191,443,2a09:bac1:3f40:90::22:108,KR,Seoul,隧道,208 ms,32 Mbps,4164 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,180 ms,144 Mbps,18534 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,97 ms,48 Mbps,6189 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,103 ms,43 Mbps,5525 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,67 ms,330 Mbps,42291 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,40 ms,75 Mbps,9623 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,107 ms,44 Mbps,5756 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,214 ms,20 Mbps,2586 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,90 ms,408 Mbps,52326 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,145 ms,160 Mbps,20582 kB/s
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,101 ms,240 Mbps,30720 kB/s
144.24.65.251,443,144.24.65.251,KR,Seoul,中转,177 ms,39 Mbps,5086 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:105,KR,Seoul,隧道,218 ms,74 Mbps,9598 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,201 ms,120 Mbps,15462 kB/s
152.70.49.76,443,2606:f240:f00:a683:0:6344:2a40:205d,US,Frankfurt,隧道,94 ms,228 Mbps,29184 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,207 ms,92 Mbps,11776 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,208 ms,33 Mbps,4306 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,116 ms,100 Mbps,12800 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,230 ms,1 Mbps,251 kB/s
138.2.115.66,443,2602:ffe4:407:21d9:0:dbea:91f:3a00,SG,Singapore,隧道,251 ms,60 Mbps,7749 kB/s
193.123.230.164,443,217.142.149.56,KR,Seoul,隧道,225 ms,83 Mbps,10649 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,251 ms,61 Mbps,7919 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,100 ms,25 Mbps,3223 kB/s
155.248.181.189,443,155.248.181.189,JP,Tokyo,中转,228 ms,32 Mbps,4116 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,182 ms,86 Mbps,11059 kB/s
149.129.8.215,443,47.254.26.25,,colo.txt:San Jose,隧道,0 ms,4 Mbps,556 kB/s
8.219.128.50,443,47.84.40.188,SG,Singapore,隧道,264 ms,26 Mbps,3355 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,225 ms,65 Mbps,8343 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,269 ms,65 Mbps,8417 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,223 ms,103 Mbps,13209 kB/s
138.2.107.107,443,138.2.107.107,SG,Singapore,中转,240 ms,91 Mbps,11673 kB/s
8.222.165.104,443,8.222.165.104,SG,Singapore,中转,278 ms,50 Mbps,6401 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,203 ms,30 Mbps,3916 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,225 ms,69 Mbps,8875 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,227 ms,1 Mbps,132 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,241 ms,83 Mbps,10649 kB/s
47.57.245.232,443,47.88.7.145,US,San Jose,隧道,236 ms,2 Mbps,330 kB/s
138.2.75.4,443,2603:c024:4512:f299:ad15:4581:5af6:8a,SG,Singapore,隧道,247 ms,55 Mbps,7161 kB/s
146.56.146.67,443,146.56.146.67,KR,Seoul,中转,210 ms,68 Mbps,8783 kB/s
141.147.185.63,443,141.147.185.63,JP,Tokyo,中转,289 ms,15 Mbps,2046 kB/s
8.212.48.236,443,47.76.21.114,HK,Hong Kong,隧道,240 ms,99 Mbps,12697 kB/s
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,246 ms,1 Mbps,188 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,223 ms,1 Mbps,153 kB/s
132.226.21.148,443,2602:ffe4:407:20d9:0:3a29:c0e9:6e08,SG,Singapore,隧道,316 ms,33 Mbps,4313 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,150 ms,31 Mbps,4072 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,78 ms,116 Mbps,14950 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,106 ms,0 Mbps,94 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,96 ms,34 Mbps,4459 kB/s
138.2.20.187,443,2602:ffe4:407:20da:0:e29c:8c25:d95c,SG,Singapore,隧道,589 ms,1 Mbps,164 kB/s
144.24.73.232,443,144.24.73.232,KR,Seoul,中转,229 ms,39 Mbps,5114 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,218 ms,77 Mbps,9953 kB/s
8.212.44.95,443,47.76.21.95,HK,Hong Kong,隧道,253 ms,75 Mbps,9708 kB/s
141.147.147.180,443,141.147.147.180,JP,Osaka,中转,249 ms,34 Mbps,4440 kB/s
168.138.194.74,443,168.138.194.74,JP,Tokyo,中转,242 ms,59 Mbps,7633 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,234 ms,22 Mbps,2821 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,141 ms,203 Mbps,26009 kB/s
8.218.73.41,443,8.218.73.41,HK,Hong Kong,中转,0 ms,0 Mbps,22 kB/s
