中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,2 ms,7 Mbps,929 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,43 ms,664 Mbps,84992 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,23 ms,652 Mbps,83558 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::26b:a5,US,Los Angeles,隧道,74 ms,76 Mbps,9786 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,14 ms,62 Mbps,8046 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,100 ms,175 Mbps,22425 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,22 ms,569 Mbps,72908 kB/s
129.159.193.161,443,2a0b:21c0:100a:1b5:0:4215:8c76:697e,DE,Frankfurt,隧道,110 ms,232 Mbps,29798 kB/s
47.253.152.99,443,47.253.152.99,US,Ashburn,中转,5 ms,81 Mbps,10444 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,88 ms,44 Mbps,5679 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,97 ms,217 Mbps,27852 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,101 ms,5 Mbps,675 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,31 ms,56 Mbps,7295 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,75 ms,262 Mbps,33587 kB/s
152.67.133.84,443,2a0b:21c0:100a:1b2:0:bf98:f34b:50f8,DE,Frankfurt,隧道,103 ms,243 Mbps,31129 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,76 ms,391 Mbps,50073 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,102 ms,42 Mbps,5498 kB/s
34.82.76.253,443,34.127.99.199,US,Seattle,隧道,88 ms,367 Mbps,47001 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,100 ms,51 Mbps,6547 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,192 Mbps,24678 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,91 ms,43 Mbps,5540 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,8 ms,29 Mbps,3794 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,96 ms,277 Mbps,35532 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,66 ms,120 Mbps,15462 kB/s
194.36.24.34,443,2a0f:5707:fa21::1,US,San Jose,隧道,83 ms,404 Mbps,51814 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,96 ms,237 Mbps,30412 kB/s
47.253.192.14,443,47.253.192.14,US,Ashburn,中转,8 ms,12 Mbps,1556 kB/s
141.147.111.50,443,2606:f240:f00:6acf:0:fea8:6318:f823,US,Frankfurt,隧道,101 ms,220 Mbps,28262 kB/s
152.70.53.129,443,163.123.193.4,DE,Frankfurt,隧道,109 ms,206 Mbps,26419 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,107 ms,261 Mbps,33484 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,85 ms,104 Mbps,13312 kB/s
141.144.202.168,443,2a0b:21c0:1007:ca:0:e8fb:bb3d:f4d3,DE,Frankfurt,隧道,94 ms,265 Mbps,33996 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,107 ms,30 Mbps,3945 kB/s
144.24.252.15,443,144.24.252.15,CH,Zurich,中转,101 ms,49 Mbps,6314 kB/s
141.147.51.64,443,98.98.156.30,DE,Frankfurt,隧道,105 ms,254 Mbps,32563 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,204 ms,41 Mbps,5252 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,43 ms,51 Mbps,6552 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,166 ms,123 Mbps,15769 kB/s
192.18.134.231,443,192.18.134.231,US,San Jose,中转,80 ms,252 Mbps,32358 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,77 ms,0 Mbps,44 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,106 ms,388 Mbps,49766 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,245 ms,2 Mbps,281 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,98 ms,38 Mbps,4978 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,219 ms,115 Mbps,14745 kB/s
152.70.171.29,443,163.123.193.23,DE,Frankfurt,隧道,94 ms,129 Mbps,16588 kB/s
144.24.91.125,443,2602:ffe4:407:20da:0:a47b:fa72:a6e7,SG,Singapore,隧道,256 ms,60 Mbps,7777 kB/s
130.162.144.191,443,2a09:bac5:4757:155::22:130,KR,Seoul,隧道,222 ms,38 Mbps,4960 kB/s
152.70.214.15,443,2603:c021:c000:ba8c:5a47:c0e5:b682:31cb,BR,S
