中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,14 ms,856 Mbps,109568 kB/s
35.197.23.75,443,35.212.212.40,US,Seattle,隧道,70 ms,308 Mbps,39424 kB/s
35.230.79.26,443,35.212.212.40,US,Seattle,隧道,69 ms,297 Mbps,38092 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,64 ms,302 Mbps,38707 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,69 ms,341 Mbps,43724 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,79 ms,292 Mbps,37376 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,299 Mbps,38297 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,87 ms,408 Mbps,52326 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,70 ms,252 Mbps,32358 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,88 ms,46 Mbps,5966 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,91 ms,48 Mbps,6223 kB/s
141.148.230.70,443,2606:f240:f00:5a42:0:bdb1:8803:9c16,DE,Frankfurt,隧道,95 ms,237 Mbps,30412 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,92 ms,49 Mbps,6275 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,166 ms,124 Mbps,15872 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,165 ms,40 Mbps,5206 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,174 ms,2 Mbps,294 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,193 ms,32 Mbps,4154 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,205 ms,34 Mbps,4427 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,222 ms,37 Mbps,4769 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,231 ms,29 Mbps,3829 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,113 ms,0 Mbps,32 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,223 ms,32 Mbps,4130 kB/s
150.230.217.106,443,2602:ffe4:407:20da:0:d4ea:ab53:f61a,SG,Singapore,隧道,594 ms,0 Mbps,38 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,2 ms,33 Mbps,4287 kB/s
