中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
150.230.44.13,443,150.230.44.13,US,Seattle,中转,3 ms,330 Mbps,42291 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,5 ms,816 Mbps,104448 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,31 ms,872 Mbps,111616 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,2 ms,595 Mbps,76185 kB/s
192.9.146.103,443,192.9.146.103,US,Seattle,中转,15 ms,1456 Mbps,186368 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,1 ms,1424 Mbps,182272 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,28 ms,616 Mbps,78848 kB/s
35.230.79.26,443,35.212.201.5,US,Seattle,隧道,42 ms,766 Mbps,98099 kB/s
129.146.7.98,443,2a09:bac5:60ed:1173::1bd:fd,US,Los Angeles,隧道,18 ms,84 Mbps,10752 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,67 ms,11 Mbps,1477 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,32 ms,639 Mbps,81817 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,66 ms,324 Mbps,41472 kB/s
35.197.23.75,443,35.212.201.5,US,Seattle,隧道,25 ms,864 Mbps,110592 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,39 ms,277 Mbps,35532 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,23 ms,78 Mbps,10035 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,123 ms,202 Mbps,25907 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,78 ms,424 Mbps,54272 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,71 ms,367 Mbps,47001 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,82 ms,39 Mbps,5112 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,150 ms,168 Mbps,21504 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,165 ms,39 Mbps,5019 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,160 ms,128 Mbps,16486 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,154 ms,103 Mbps,13209 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,157 ms,112 Mbps,14438 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,167 ms,57 Mbps,7357 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,163 ms,24 Mbps,3155 kB/s
158.178.147.110,443,2a0b:21c0:100a:1b1:0:d444:be53:d16b,DE,Frankfurt,隧道,169 ms,127 Mbps,16281 kB/s
130.162.144.191,443,2a09:bac1:3f40::299:48,KR,Seoul,隧道,131 ms,43 Mbps,5592 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,160 ms,45 Mbps,5878 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,184 ms,3 Mbps,449 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,162 ms,128 Mbps,16384 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,179 ms,160 Mbps,20480 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:107,KR,Seoul,隧道,144 ms,136 Mbps,17510 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,156 ms,47 Mbps,6141 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,163 ms,120 Mbps,15462 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,161 ms,137 Mbps,17612 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,203 ms,110 Mbps,14131 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,174 ms,162 Mbps,20787 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,149 ms,17 Mbps,2237 kB/s
152.70.56.11,443,2a0b:21c0:100a:1b3:0:1f11:246a:ae0d,DE,Frankfurt,隧道,185 ms,112 Mbps,14438 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,186 ms,38 Mbps,4907 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,106 ms,151 Mbps,19353 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,177 ms,40 Mbps,5143 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,143 ms,108 Mbps,13824 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,235 ms,75 Mbps,9722 kB/s
168.138.149.17,443,168.138.149.17,BR,S
