中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,47 ms,698 Mbps,89395 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,96 ms,265 Mbps,33996 kB/s
129.146.7.98,443,2a09:bac1:76a0:e18::26b:61,US,Los Angeles,隧道,70 ms,77 Mbps,9932 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,77 ms,303 Mbps,38809 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,10 ms,70 Mbps,8979 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,22 ms,599 Mbps,76697 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,62 ms,22 Mbps,2830 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,104 ms,256 Mbps,32870 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,95 ms,244 Mbps,31232 kB/s
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,76 ms,344 Mbps,44032 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,39 ms,42 Mbps,5479 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,91 ms,16 Mbps,2131 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,76 ms,388 Mbps,49664 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,79 ms,390 Mbps,49971 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,56 ms,1 Mbps,177 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,96 ms,48 Mbps,6264 kB/s
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,73 ms,330 Mbps,42291 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,78 ms,292 Mbps,37478 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,30 ms,167 Mbps,21401 kB/s
