中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,24 ms,4 Mbps,614 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,18 ms,573 Mbps,73420 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,42 ms,511 Mbps,65433 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,51 ms,525 Mbps,67276 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,41 ms,247 Mbps,31641 kB/s
35.230.79.26,443,35.212.237.223,US,Seattle,隧道,49 ms,536 Mbps,68710 kB/s
35.197.23.75,443,35.212.237.223,US,Seattle,隧道,51 ms,491 Mbps,62873 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,50 ms,415 Mbps,53145 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,51 ms,474 Mbps,60723 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,124 ms,174 Mbps,22323 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,116 ms,22 Mbps,2841 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,133 ms,156 Mbps,19968 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,134 ms,178 Mbps,22835 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,128 ms,201 Mbps,25804 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,147 ms,37 Mbps,4795 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,141 ms,44 Mbps,5737 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,142 ms,44 Mbps,5747 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,168 ms,39 Mbps,5025 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,131 ms,40 Mbps,5213 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,195 ms,2 Mbps,340 kB/s
