中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,13 ms,6 Mbps,784 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,711 Mbps,91033 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,331 Mbps,42393 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,69 ms,336 Mbps,43110 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,76 ms,315 Mbps,40345 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,71 ms,264 Mbps,33894 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,71 ms,308 Mbps,39526 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,70 ms,342 Mbps,43827 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,92 ms,49 Mbps,6305 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,96 ms,257 Mbps,32972 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,78 ms,341 Mbps,43724 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,87 ms,301 Mbps,38604 kB/s
34.82.76.253,443,34.83.144.186,US,Seattle,隧道,74 ms,377 Mbps,48332 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,107 ms,298 Mbps,38195 kB/s
143.47.185.70,443,2606:f240:f00:5a42:0:3ae7:5420:2950,DE,Frankfurt,隧道,99 ms,252 Mbps,32256 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,85 ms,48 Mbps,6187 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,99 ms,239 Mbps,30617 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,91 ms,46 Mbps,5937 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,178 ms,39 Mbps,4998 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,173 ms,39 Mbps,5086 kB/s
3.112.21.102,443,3.112.21.102,JP,Hong Kong,中转,172 ms,112 Mbps,14438 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,206 ms,38 Mbps,4981 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,219 ms,33 Mbps,4309 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,232 ms,33 Mbps,4335 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,224 ms,35 Mbps,4534 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,227 ms,9 Mbps,1256 kB/s
168.138.212.80,443,168.138.212.80,JP,San Jose,中转,167 ms,34 Mbps,4379 kB/s
