中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.236.144,443,192.9.236.144,US,San Jose,中转,23 ms,425 Mbps,54476 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,36 ms,632 Mbps,80896 kB/s
35.197.23.75,443,35.212.241.9,US,Seattle,隧道,38 ms,636 Mbps,81510 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,23 ms,832 Mbps,106496 kB/s
35.230.79.26,443,35.212.241.9,US,Seattle,隧道,39 ms,610 Mbps,78131 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,36 ms,570 Mbps,73011 kB/s
129.159.84.71,443,129.159.84.71,US,Newark,中转,52 ms,6 Mbps,857 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,39 ms,369 Mbps,47308 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,125 ms,42 Mbps,5499 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,118 ms,43 Mbps,5507 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,127 ms,178 Mbps,22835 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,131 ms,42 Mbps,5441 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,121 ms,166 Mbps,21299 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,129 ms,42 Mbps,5467 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,130 ms,40 Mbps,5151 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,165 ms,45 Mbps,5878 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,136 ms,43 Mbps,5528 kB/s
