中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,18 ms,406 Mbps,52019 kB/s
35.197.23.75,443,35.212.231.200,US,Seattle,隧道,72 ms,388 Mbps,49664 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,35 ms,747 Mbps,95641 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,100 ms,257 Mbps,32972 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,22 ms,578 Mbps,74035 kB/s
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,300 Mbps,38502 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,73 ms,404 Mbps,51712 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,94 ms,252 Mbps,32358 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,97 ms,225 Mbps,28876 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,42 Mbps,5424 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,5 ms,139 Mbps,17817 kB/s
152.70.40.231,443,163.123.193.5,DE,Frankfurt,隧道,115 ms,251 Mbps,32153 kB/s
132.226.31.178,443,2a09:bac1:76c0:e18::26b:47,US,Los Angeles,隧道,72 ms,45 Mbps,5819 kB/s
35.230.79.26,443,35.212.231.200,US,Seattle,隧道,68 ms,354 Mbps,45363 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,82 ms,43 Mbps,5512 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,73 ms,46 Mbps,5948 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,254 Mbps,32563 kB/s
34.82.76.253,443,104.198.8.26,US,Seattle,隧道,73 ms,358 Mbps,45875 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,17 ms,89 Mbps,11468 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,97 ms,37 Mbps,4785 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,113 ms,44 Mbps,5748 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,80 ms,270 Mbps,34611 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,99 ms,208 Mbps,26624 kB/s
192.9.138.241,443,192.9.138.241,260 Mbps,33382 kB/s
192.9.138.241,,,隧道,0 ms,null Mbps,null kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,94 ms,236 Mbps,30208 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,96 ms,209 Mbps,26828 kB/s
143.47.176.135,443,2a0b:21c0:100a:1b7:0:5e08:8898:4ee1,DE,Frankfurt,隧道,90 ms,114 Mbps,14643 kB/s
47.253.129.190,443,47.253.129.190,US,Ashburn,中转,31 ms,38 Mbps,4869 kB/s
130.162.47.22,443,2a0b:21c0:100a:1b1:0:64b9:1cd8:3936,DE,Frankfurt,隧道,117 ms,105 Mbps,13516 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,212 ms,76 Mbps,9803 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,174 ms,112 Mbps,14438 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,215 ms,89 Mbps,11468 kB/s
8.222.199.55,443,8.222.213.200,SG,Singapore,隧道,236 ms,48 Mbps,6259 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,95 ms,213 Mbps,27340 kB/s
146.56.167.154,443,2607:a400:a:6b:0:e5ef:6b69:89bc,US,Los Angeles,隧道,206 ms,80 Mbps,10240 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,92 ms,43 Mbps,5556 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,249 ms,2 Mbps,306 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,94 ms,45 Mbps,5849 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,87 ms,50 Mbps,6475 kB/s
131.186.17.237,443,107.151.176.202,US,Los Angeles,隧道,231 ms,69 Mbps,8907 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,102 ms,37 Mbps,4841 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,222 ms,108 Mbps,13926 kB/s
144.22.252.124,443,144.22.252.124,BR,S
