中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,16 ms,832 Mbps,106496 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,16 ms,808 Mbps,103424 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,46 ms,479 Mbps,61337 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,3 ms,443 Mbps,56729 kB/s
35.230.79.26,443,35.212.212.40,US,Seattle,隧道,42 ms,584 Mbps,74752 kB/s
35.197.23.75,443,35.212.212.40,US,Seattle,隧道,36 ms,606 Mbps,77619 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,23 ms,642 Mbps,82227 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,37 ms,565 Mbps,72396 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,60 ms,47 Mbps,6142 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,57 ms,437 Mbps,56012 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,56 ms,401 Mbps,51404 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,114 ms,40 Mbps,5153 kB/s
3.112.21.102,443,3.112.21.102,JP,Osaka,中转,109 ms,193 Mbps,24780 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,117 ms,207 Mbps,26521 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,115 ms,42 Mbps,5414 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,120 ms,41 Mbps,5340 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,136 ms,158 Mbps,20275 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,140 ms,134 Mbps,17203 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,139 ms,42 Mbps,5396 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,117 ms,42 Mbps,5399 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,152 ms,104 Mbps,13312 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,135 ms,50 Mbps,6482 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,142 ms,48 Mbps,6190 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,157 ms,142 Mbps,18227 kB/s
141.148.241.78,443,2606:f240:f00:5a42:0:26ef:c344:8875,DE,Frankfurt,隧道,142 ms,108 Mbps,13824 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,155 ms,27 Mbps,3496 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,178 ms,43 Mbps,5514 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,176 ms,43 Mbps,5509 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,203 ms,90 Mbps,11571 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,178 ms,40 Mbps,5170 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,139 ms,45 Mbps,5765 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,153 ms,0 Mbps,29 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,67 ms,51 Mbps,6561 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,158 ms,0 Mbps,4 kB/s
