中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,14 ms,7 Mbps,982 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,728 Mbps,93184 kB/s
35.197.23.75,443,35.212.237.223,US,Seattle,隧道,68 ms,430 Mbps,55091 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,68 ms,381 Mbps,48844 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,93 ms,289 Mbps,37068 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,89 ms,48 Mbps,6213 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,59 ms,452 Mbps,57856 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,53 ms,399 Mbps,51097 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,102 ms,48 Mbps,6215 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,65 ms,337 Mbps,43212 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,65 ms,382 Mbps,48947 kB/s
35.230.79.26,443,35.212.237.223,US,Seattle,隧道,71 ms,398 Mbps,50995 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,80 ms,8 Mbps,1118 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,235 Mbps,30105 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,98 ms,223 Mbps,28569 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,95 ms,45 Mbps,5881 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,165 ms,40 Mbps,5225 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,172 ms,136 Mbps,17510 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,176 ms,35 Mbps,4543 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,177 ms,39 Mbps,5107 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,204 ms,34 Mbps,4473 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,222 ms,27 Mbps,3473 kB/s
8.219.151.64,443,47.84.41.244,SG,Singapore,隧道,236 ms,54 Mbps,7030 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,232 ms,55 Mbps,7053 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,205 ms,108 Mbps,13926 kB/s
