中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,23 ms,952 Mbps,121856 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,15 ms,466 Mbps,59699 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,38 ms,553 Mbps,70860 kB/s
129.146.46.164,443,129.146.46.164,277 Mbps,35532 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,39 ms,584 Mbps,74854 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,43 ms,496 Mbps,63590 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,39 ms,485 Mbps,62156 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,6 ms,452 Mbps,57856 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,49 ms,624 Mbps,79974 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,24 ms,800 Mbps,102400 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,67 ms,436 Mbps,55808 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,58 ms,384 Mbps,49152 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,53 ms,35 Mbps,4595 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,60 ms,438 Mbps,56115 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,112 ms,3 Mbps,436 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,124 ms,42 Mbps,5448 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,115 ms,226 Mbps,28979 kB/s
143.47.252.169,443,2a0b:21c0:1007:c9:0:e74d:eac3:a282,DE,Frankfurt,隧道,143 ms,79 Mbps,10137 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,153 ms,9 Mbps,1235 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,153 ms,42 Mbps,5465 kB/s
152.70.52.84,443,2a0b:21c0:100a:1f9:0:d515:a04:b8c,DE,Frankfurt,隧道,164 ms,141 Mbps,18124 kB/s
158.101.221.74,443,209.177.81.218,DE,Frankfurt,隧道,146 ms,124 Mbps,15872 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,144 ms,119 Mbps,15257 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,144 ms,131 Mbps,16793 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,150 ms,127 Mbps,16281 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,168 ms,39 Mbps,5008 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,162 ms,5 Mbps,640 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,140 ms,147 Mbps,18841 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,157 ms,152 Mbps,19456 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,186 ms,43 Mbps,5564 kB/s
146.56.146.67,443,2602:ffe4:407:21d9:0:beb0:479f:6780,SG,Singapore,隧道,233 ms,68 Mbps,8711 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,147 ms,20 Mbps,2574 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,202 ms,3 Mbps,471 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,175 ms,0 Mbps,2 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,211 ms,0 Mbps,20 kB/s
