中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,35 ms,7 Mbps,956 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,752 Mbps,96256 kB/s
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,284 Mbps,36454 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,57 ms,297 Mbps,38092 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,40 ms,375 Mbps,48025 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,61 ms,423 Mbps,54169 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,37 ms,512 Mbps,65536 kB/s
35.230.79.26,443,35.212.241.9,US,Seattle,隧道,48 ms,459 Mbps,58777 kB/s
35.197.23.75,443,35.212.241.9,US,Seattle,隧道,58 ms,204 Mbps,26214 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,49 ms,312 Mbps,39936 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,51 ms,453 Mbps,58060 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,129 ms,133 Mbps,17100 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,128 ms,139 Mbps,17817 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,123 ms,38 Mbps,4890 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,142 ms,39 Mbps,5087 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,143 ms,154 Mbps,19763 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,168 ms,47 Mbps,6089 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,147 ms,171 Mbps,21913 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,143 ms,46 Mbps,5999 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,128 ms,45 Mbps,5851 kB/s
