中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,5 ms,50 Mbps,6506 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,5 ms,888 Mbps,113664 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,5 ms,1640 Mbps,209920 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,6 ms,102 Mbps,13107 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,32 ms,578 Mbps,74035 kB/s
35.230.79.26,443,35.212.162.172,US,Seattle,隧道,71 ms,317 Mbps,40652 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,66 ms,392 Mbps,50176 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,93 ms,282 Mbps,36147 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,94 ms,225 Mbps,28876 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,69 ms,47 Mbps,6059 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,61 ms,364 Mbps,46592 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,94 ms,158 Mbps,20275 kB/s
143.47.252.60,443,98.98.156.6,DE,Frankfurt,隧道,102 ms,204 Mbps,26214 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,94 ms,43 Mbps,5534 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,93 ms,45 Mbps,5852 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,87 ms,43 Mbps,5622 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,105 ms,43 Mbps,5550 kB/s
34.82.76.253,443,34.168.231.76,US,Seattle,隧道,81 ms,283 Mbps,36249 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,87 ms,223 Mbps,28569 kB/s
35.197.23.75,443,35.212.162.172,US,Seattle,隧道,77 ms,357 Mbps,45772 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,80 ms,284 Mbps,36454 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,88 ms,48 Mbps,6237 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,167 ms,143 Mbps,18329 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,167 ms,122 Mbps,15667 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,162 ms,41 Mbps,5320 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,178 ms,41 Mbps,5315 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,170 ms,42 Mbps,5494 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,172 ms,2 Mbps,284 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,168 ms,41 Mbps,5309 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,190 ms,75 Mbps,9637 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,195 ms,39 Mbps,5064 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,223 ms,37 Mbps,4745 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,214 ms,36 Mbps,4682 kB/s
146.56.146.67,443,2602:ffe4:407:20da:0:2c42:f3ac:c99d,SG,Singapore,隧道,258 ms,45 Mbps,5845 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,250 ms,2 Mbps,280 kB/s
193.123.80.245,443,193.123.80.245,AE,Paris,中转,198 ms,31 Mbps,3971 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,223 ms,2 Mbps,356 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,214 ms,14 Mbps,1813 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,146 ms,0 Mbps,46 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,238 ms,0 Mbps,2 kB/s
