中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,7 Mbps,925 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,668 Mbps,85606 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,58 ms,480 Mbps,61542 kB/s
35.197.23.75,443,35.212.184.110,US,Seattle,隧道,68 ms,372 Mbps,47718 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,91 ms,251 Mbps,32153 kB/s
35.230.79.26,443,35.212.184.110,US,Seattle,隧道,69 ms,345 Mbps,44236 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,64 ms,345 Mbps,44236 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,68 ms,380 Mbps,48742 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,87 ms,225 Mbps,28876 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,101 ms,46 Mbps,5964 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,96 ms,272 Mbps,34816 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,94 ms,226 Mbps,28979 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,93 ms,44 Mbps,5663 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,160 ms,132 Mbps,16998 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,174 ms,35 Mbps,4514 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,178 ms,40 Mbps,5143 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,197 ms,37 Mbps,4844 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,216 ms,10 Mbps,1312 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,234 ms,30 Mbps,3868 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,201 ms,31 Mbps,4014 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,1108 ms,42 Mbps,5434 kB/s
