中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,832 Mbps,106496 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,2 ms,1560 Mbps,199680 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,85 ms,264 Mbps,33894 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,78 ms,307 Mbps,39321 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,7 ms,92 Mbps,11776 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,2 ms,1584 Mbps,202752 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,70 ms,272 Mbps,34816 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,93 ms,48 Mbps,6213 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,94 ms,258 Mbps,33075 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,69 ms,364 Mbps,46694 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,72 ms,384 Mbps,49254 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,67 ms,406 Mbps,52019 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,69 ms,319 Mbps,40857 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,302 Mbps,38707 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,78 ms,356 Mbps,45670 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,76 ms,293 Mbps,37580 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,73 ms,236 Mbps,30310 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,63 ms,216 Mbps,27750 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,99 ms,231 Mbps,29593 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,87 ms,41 Mbps,5371 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,94 ms,47 Mbps,6021 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,172 ms,142 Mbps,18227 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,95 ms,44 Mbps,5667 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,185 ms,38 Mbps,4967 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,211 ms,76 Mbps,9793 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,186 ms,39 Mbps,5103 kB/s
158.178.235.132,443,152.69.216.177,SG,Singapore,隧道,236 ms,60 Mbps,7718 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,168 ms,2 Mbps,274 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,208 ms,31 Mbps,4080 kB/s
129.154.201.153,443,217.142.149.56,KR,Seoul,隧道,204 ms,79 Mbps,10137 kB/s
168.138.212.80,443,168.138.212.80,JP,Osaka,中转,169 ms,33 Mbps,4300 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,237 ms,2 Mbps,335 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,241 ms,61 Mbps,7886 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,228 ms,20 Mbps,2682 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,235 ms,3 Mbps,443 kB/s
152.70.89.238,443,2602:ffe4:407:20d9:0:179c:951f:c048,SG,Singapore,隧道,310 ms,40 Mbps,5155 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,168 ms,0 Mbps,30 kB/s
47.57.233.126,443,47.89.252.205,US,San Jose,隧道,229 ms,1 Mbps,229 kB/s
