中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,2 ms,1464 Mbps,187392 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,17 ms,740 Mbps,94720 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,65 ms,376 Mbps,48230 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,2 ms,1584 Mbps,202752 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,3 ms,46 Mbps,5947 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,65 ms,272 Mbps,34816 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,56 ms,393 Mbps,50380 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,69 ms,375 Mbps,48025 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,65 ms,45 Mbps,5877 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,69 ms,242 Mbps,31027 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,81 ms,293 Mbps,37580 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,283 Mbps,36249 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,68 ms,321 Mbps,41164 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,82 ms,171 Mbps,21913 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,70 ms,352 Mbps,45056 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,89 ms,256 Mbps,32870 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,87 ms,280 Mbps,35942 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,219 Mbps,28057 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,95 ms,228 Mbps,29286 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,88 ms,42 Mbps,5487 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,79 ms,351 Mbps,44953 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,95 ms,45 Mbps,5779 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,167 ms,34 Mbps,4391 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,176 ms,104 Mbps,13414 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,189 ms,0 Mbps,67 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,166 ms,38 Mbps,4925 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,196 ms,29 Mbps,3728 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,197 ms,76 Mbps,9738 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,175 ms,29 Mbps,3715 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,237 ms,65 Mbps,8446 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,232 ms,2 Mbps,260 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,237 ms,16 Mbps,2048 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,223 ms,3 Mbps,417 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,131 ms,0 Mbps,21 kB/s
47.57.233.126,443,47.88.10.133,US,San Jose,隧道,216 ms,2 Mbps,325 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,230 ms,0 Mbps,22 kB/s
