中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
47.253.161.22,443,47.253.161.22,US,Ashburn,中转,9 ms,14 Mbps,1822 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,104 ms,45 Mbps,5769 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,41 ms,480 Mbps,61440 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,84 ms,250 Mbps,32051 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,85 ms,356 Mbps,45670 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,76 ms,295 Mbps,37785 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,258 Mbps,33075 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,32 ms,7 Mbps,897 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,32 ms,521 Mbps,66764 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,88 ms,348 Mbps,44544 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,94 ms,275 Mbps,35225 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,27 ms,592 Mbps,75878 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,227 Mbps,29081 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,86 ms,40 Mbps,5174 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,102 ms,19 Mbps,2484 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,105 ms,25 Mbps,3236 kB/s
141.144.197.5,443,2a0b:21c0:1007:c8:0:2fdf:8c28:7dc7,DE,Frankfurt,隧道,93 ms,135 Mbps,17305 kB/s
141.148.147.214,443,141.148.147.214,US,Los Angeles,中转,83 ms,6 Mbps,843 kB/s
47.254.17.234,443,47.254.17.234,US,San Jose,中转,93 ms,39 Mbps,4995 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,172 ms,102 Mbps,13107 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,91 ms,237 Mbps,30412 kB/s
129.153.116.130,443,129.153.116.130,US,Los Angeles,中转,81 ms,43 Mbps,5585 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,7 ms,43 Mbps,5613 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,86 ms,311 Mbps,39833 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,73 ms,45 Mbps,5864 kB/s
130.162.178.124,443,2a0b:21c0:1007:1c9:0:bf41:60ac:17a2,DE,Frankfurt,隧道,123 ms,126 Mbps,16179 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,110 ms,197 Mbps,25292 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,109 ms,86 Mbps,11059 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,88 ms,420 Mbps,53862 kB/s
129.146.46.164,443,129.146.46.164,US,238 Mbps,30515 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,98 ms,236 Mbps,30310 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,51 ms,59 Mbps,7651 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,90 ms,48 Mbps,6261 kB/s
141.147.104.2,443,2a0b:21c0:100a:1f9:0:4da7:105c:8a1b,DE,Frankfurt,隧道,111 ms,116 Mbps,14950 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,115 ms,46 Mbps,5999 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,78 ms,129 Mbps,16588 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,74 ms,5 Mbps,656 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,221 ms,132 Mbps,16998 kB/s
141.144.207.131,443,2a0b:21c0:1007:ca:0:9aa2:779:d172,DE,Frankfurt,隧道,102 ms,252 Mbps,32256 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,88 ms,42 Mbps,5422 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,128 ms,46 Mbps,5976 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,237 ms,2 Mbps,320 kB/s
194.36.24.34,443,2a0f:5707:fa21::1,US,San Jose,隧道,84 ms,402 Mbps,51507 kB/s
144.22.252.124,443,144.22.252.124,BR,S
