中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,5 ms,2312 Mbps,295936 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,4 ms,920 Mbps,117760 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,27 ms,470 Mbps,60211 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,348 Mbps,44646 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,20 ms,631 Mbps,80793 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,24 ms,936 Mbps,119808 kB/s
35.230.79.26,443,35.212.236.25,US,Seattle,隧道,26 ms,920 Mbps,117760 kB/s
35.197.23.75,443,35.212.236.25,US,Seattle,隧道,24 ms,936 Mbps,119808 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,78 ms,4 Mbps,564 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,78 ms,355 Mbps,45465 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,115 ms,46 Mbps,5927 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,133 ms,212 Mbps,27238 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,134 ms,46 Mbps,5985 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,121 ms,43 Mbps,5620 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,166 ms,13 Mbps,1676 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,135 ms,46 Mbps,5914 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,162 ms,140 Mbps,17920 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,163 ms,120 Mbps,15360 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,161 ms,43 Mbps,5548 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,157 ms,115 Mbps,14745 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,193 ms,40 Mbps,5126 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,141 ms,40 Mbps,5213 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,165 ms,43 Mbps,5523 kB/s
