中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,40 ms,628 Mbps,80486 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,24 ms,896 Mbps,114688 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,25 ms,640 Mbps,81920 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,4 ms,920 Mbps,117760 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,8 ms,1816 Mbps,232448 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,31 ms,307 Mbps,39321 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,23 ms,537 Mbps,68812 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,13 ms,597 Mbps,76492 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,34 ms,261 Mbps,33484 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,61 ms,360 Mbps,46080 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,76 ms,308 Mbps,39424 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,84 ms,45 Mbps,5776 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,69 ms,308 Mbps,39526 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,117 ms,244 Mbps,31232 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,118 ms,3 Mbps,487 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,158 ms,127 Mbps,16281 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,125 ms,46 Mbps,6015 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,112 ms,44 Mbps,5745 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,138 ms,137 Mbps,17612 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,164 ms,117 Mbps,15052 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,175 ms,3 Mbps,414 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,146 ms,41 Mbps,5375 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,153 ms,38 Mbps,4897 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,153 ms,42 Mbps,5446 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,164 ms,104 Mbps,13414 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,148 ms,36 Mbps,4644 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,159 ms,40 Mbps,5215 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,160 ms,37 Mbps,4839 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,159 ms,39 Mbps,5014 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,168 ms,124 Mbps,15872 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,168 ms,3 Mbps,436 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,161 ms,33 Mbps,4309 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,248 ms,0 Mbps,118 kB/s
