中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,7 Mbps,973 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,535 Mbps,68505 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,53 ms,393 Mbps,50380 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,298 Mbps,38195 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,67 ms,303 Mbps,38809 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,432 Mbps,55398 kB/s
35.230.79.26,443,35.212.204.241,US,Seattle,隧道,71 ms,349 Mbps,44748 kB/s
35.197.23.75,443,35.212.204.241,US,Seattle,隧道,71 ms,360 Mbps,46182 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,67 ms,329 Mbps,42188 kB/s
34.82.76.253,443,136.118.180.134,US,Seattle,隧道,73 ms,328 Mbps,42086 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,90 ms,47 Mbps,6057 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,301 Mbps,38604 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,97 ms,49 Mbps,6279 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,156 ms,132 Mbps,16998 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,158 ms,38 Mbps,4924 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,163 ms,43 Mbps,5536 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,193 ms,39 Mbps,5008 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,230 ms,14 Mbps,1912 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,198 ms,73 Mbps,9411 kB/s
