中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
3.144.191.4,443,3.144.191.4,US,Columbus,中转,32 ms,712 Mbps,91136 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,66 ms,42 Mbps,5475 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,19 ms,60 Mbps,7687 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,24 ms,452 Mbps,57958 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,66 ms,282 Mbps,36147 kB/s
129.146.46.164,443,129.146.46.164,327 Mbps,41881 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,38 ms,648 Mbps,82944 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,14 ms,138 Mbps,17715 kB/s
47.253.161.22,443,47.253.161.22,US,Ashburn,中转,8 ms,824 Mbps,105472 kB/s
35.197.23.75,443,35.212.231.200,US,Seattle,隧道,76 ms,352 Mbps,45158 kB/s
152.67.156.141,443,2a0b:21c0:1007:c8:0:acb3:101b:e52,DE,Frankfurt,隧道,98 ms,120 Mbps,15360 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,103 ms,201 Mbps,25804 kB/s
34.82.76.253,443,104.198.8.26,US,Seattle,隧道,81 ms,316 Mbps,40550 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,91 ms,244 Mbps,31232 kB/s
158.101.203.1,443,2a0b:21c0:1007:1c7:0:dd9e:1c98:ad9b,DE,Frankfurt,隧道,98 ms,256 Mbps,32768 kB/s
35.230.79.26,443,35.212.231.200,US,Seattle,隧道,72 ms,390 Mbps,49971 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,60 ms,363 Mbps,46489 kB/s
154.23.240.232,443,154.23.240.232,US,Los Angeles,中转,63 ms,44 Mbps,5645 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,88 ms,0 Mbps,42 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,13 ms,78 Mbps,10035 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,32 ms,59 Mbps,7657 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,96 ms,49 Mbps,6349 kB/s
141.147.106.160,443,163.123.193.8,DE,Frankfurt,隧道,106 ms,224 Mbps,28774 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,88 ms,212 Mbps,27136 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,86 ms,268 Mbps,34304 kB/s
140.238.212.95,443,140.238.212.95,CH,Milan,中转,111 ms,47 Mbps,6109 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,112 ms,203 Mbps,26009 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,95 ms,390 Mbps,49971 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,105 ms,282 Mbps,36147 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,97 ms,240 Mbps,30720 kB/s
144.21.43.21,443,2a0b:21c0:1007:c9:0:4b9d:953a:f9ba,DE,Frankfurt,隧道,120 ms,139 Mbps,17817 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,77 ms,283 Mbps,36249 kB/s
129.153.203.62,443,129.153.203.62,US,Los Angeles,中转,88 ms,337 Mbps,43212 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,184 ms,120 Mbps,15462 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,119 ms,220 Mbps,28160 kB/s
129.146.168.102,443,104.28.205.111,US,Los Angeles,隧道,83 ms,32 Mbps,4181 kB/s
64.110.79.188,443,64.110.79.188,KR,Seoul,中转,208 ms,77 Mbps,9892 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,209 ms,95 Mbps,12185 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,102 ms,45 Mbps,5783 kB/s
