中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.7.98,443,2a09:bac1:76c0:e18::1bd:ea,US,Los Angeles,隧道,55 ms,68 Mbps,8745 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,61 ms,491 Mbps,62873 kB/s
35.230.79.26,443,35.212.145.57,US,Seattle,隧道,56 ms,517 Mbps,66252 kB/s
129.146.46.164,443,129.146.46.164,304 Mbps,38912 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,56 ms,452 Mbps,57958 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,555 Mbps,71065 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,37 ms,684 Mbps,87654 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,52 ms,359 Mbps,45977 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,51 ms,499 Mbps,63897 kB/s
84.235.162.73,443,98.98.166.178,US,Frankfurt,隧道,108 ms,208 Mbps,26624 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,62 ms,458 Mbps,58675 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,62 ms,445 Mbps,57036 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,19 ms,1 Mbps,212 kB/s
35.197.23.75,443,35.212.145.57,US,Seattle,隧道,64 ms,482 Mbps,61747 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,122 ms,175 Mbps,22425 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,115 ms,41 Mbps,5250 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,116 ms,163 Mbps,20889 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,32 ms,63 Mbps,8119 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,78 ms,263 Mbps,33689 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,119 ms,48 Mbps,6147 kB/s
