中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.236.144,443,192.9.236.144,US,San Jose,中转,1 ms,404 Mbps,51712 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,1 ms,1896 Mbps,242688 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,2 ms,800 Mbps,102400 kB/s
129.146.46.164,443,129.146.46.164,376 Mbps,48128 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,49 ms,711 Mbps,91033 kB/s
35.197.23.75,443,35.212.172.135,US,Seattle,隧道,25 ms,992 Mbps,126976 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,22 ms,944 Mbps,120832 kB/s
35.230.79.26,443,35.212.172.135,US,Seattle,隧道,23 ms,1000 Mbps,128000 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,71 ms,2 Mbps,332 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,117 ms,22 Mbps,2902 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,70 ms,336 Mbps,43110 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,134 ms,42 Mbps,5437 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,106 ms,176 Mbps,22528 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,107 ms,45 Mbps,5822 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,113 ms,42 Mbps,5438 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,154 ms,120 Mbps,15462 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,169 ms,124 Mbps,15872 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,166 ms,44 Mbps,5707 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,167 ms,28 Mbps,3691 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,154 ms,36 Mbps,4645 kB/s
