中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
23.94.43.51,443,23.94.43.51,US,Seattle,中转,30 ms,546 Mbps,69939 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,23 ms,771 Mbps,98713 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,36 ms,636 Mbps,81510 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,37 ms,648 Mbps,82944 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,35 ms,656 Mbps,83968 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,47 ms,446 Mbps,57139 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,41 ms,462 Mbps,59187 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,54 ms,49 Mbps,6302 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,53 ms,5 Mbps,682 kB/s
34.82.76.253,443,34.105.52.138,US,Seattle,隧道,34 ms,658 Mbps,84275 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,121 ms,183 Mbps,23449 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,138 ms,191 Mbps,24473 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,131 ms,46 Mbps,5952 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,164 ms,44 Mbps,5724 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,141 ms,141 Mbps,18124 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,136 ms,44 Mbps,5686 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,139 ms,45 Mbps,5822 kB/s
152.70.62.177,443,2606:f240:f00:83a7:0:55d6:733b:1212,DE,Frankfurt,隧道,147 ms,124 Mbps,15872 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,130 ms,44 Mbps,5666 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,150 ms,135 Mbps,17305 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,171 ms,41 Mbps,5298 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,185 ms,38 Mbps,4887 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,196 ms,77 Mbps,9944 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,207 ms,42 Mbps,5470 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,136 ms,47 Mbps,6080 kB/s
