中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.154.209,US,Seattle,隧道,43 ms,686 Mbps,87859 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,25 ms,1392 Mbps,178176 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,44 ms,562 Mbps,71987 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,37 ms,676 Mbps,86630 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,19 ms,880 Mbps,112640 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,17 ms,297 Mbps,38092 kB/s
35.197.23.75,443,35.212.154.209,US,Seattle,隧道,43 ms,669 Mbps,85708 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,67 ms,406 Mbps,52019 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,72 ms,1 Mbps,222 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,117 ms,260 Mbps,33280 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,118 ms,43 Mbps,5589 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,121 ms,40 Mbps,5145 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,144 ms,150 Mbps,19251 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,150 ms,116 Mbps,14848 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,150 ms,35 Mbps,4508 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,146 ms,133 Mbps,17100 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,125 ms,42 Mbps,5389 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,153 ms,40 Mbps,5206 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,142 ms,129 Mbps,16588 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,237 ms,2 Mbps,354 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,137 ms,44 Mbps,5683 kB/s
