中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,40 ms,661 Mbps,84684 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,24 ms,633 Mbps,81100 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,19 ms,77 Mbps,9957 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,69 ms,252 Mbps,32256 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,89 ms,416 Mbps,53350 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,74 ms,300 Mbps,38502 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,19 ms,5 Mbps,727 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,86 ms,9 Mbps,1238 kB/s
35.230.79.26,443,35.212.152.202,US,Seattle,隧道,76 ms,390 Mbps,49971 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,33 ms,538 Mbps,68915 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,79 ms,263 Mbps,33689 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,112 ms,223 Mbps,28569 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,83 ms,264 Mbps,33792 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,95 ms,236 Mbps,30208 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,92 ms,44 Mbps,5758 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,93 ms,258 Mbps,33075 kB/s
138.2.141.3,443,2606:f240:f00:2be4:0:aed0:c76a:4d34,US,Frankfurt,隧道,91 ms,208 Mbps,26624 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,98 ms,39 Mbps,5035 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,90 ms,43 Mbps,5541 kB/s
34.82.76.253,443,34.127.99.199,US,Seattle,隧道,79 ms,336 Mbps,43008 kB/s
152.67.224.129,443,2603:c024:c00f:85cc:4ca5:34f9:bd04:1bcb,US,San Jose,隧道,85 ms,357 Mbps,45772 kB/s
35.197.23.75,443,35.212.152.202,US,Seattle,隧道,81 ms,388 Mbps,49664 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,100 ms,252 Mbps,32256 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,12 ms,107 Mbps,13721 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,133 ms,19 Mbps,2520 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,1 ms,8 Mbps,1073 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,186 ms,139 Mbps,17817 kB/s
47.90.141.204,443,91.149.239.198,US,Los Angeles,隧道,27 ms,36 Mbps,4670 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,99 ms,292 Mbps,37376 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,99 ms,238 Mbps,30515 kB/s
158.101.210.213,443,2a0b:21c0:100a:1b7:0:9402:d4e3:8dc5,DE,Frankfurt,隧道,131 ms,128 Mbps,16486 kB/s
141.147.107.229,443,2a0b:21c0:100a:1b5:0:4c73:f13a:c1b0,DE,Frankfurt,隧道,103 ms,217 Mbps,27852 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,105 ms,24 Mbps,3198 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,85 ms,288 Mbps,36864 kB/s
152.70.214.15,443,2603:c021:c000:ba8c:5a47:c0e5:b682:31cb,BR,São Paulo,隧道,128 ms,168 Mbps,21606 kB/s
143.47.189.94,443,2a0b:21c0:100a:1b2:0:806b:906a:42c8,DE,Frankfurt,隧道,109 ms,131 Mbps,16793 kB/s
144.24.252.15,443,144.24.252.15,CH,Zurich,中转,101 ms,48 Mbps,6209 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,79 ms,306 Mbps,39219 kB/s
152.70.52.238,443,2a0b:21c0:1007:c9:0:9571:3775:8c01,DE,Frankfurt,隧道,93 ms,258 Mbps,33075 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,200 ms,104 Mbps,13414 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,5 ms,103 Mbps,13209 kB/s
158.180.92.59,443,158.180.92.59,KR,Seoul,中转,213 ms,87 Mbps,11161 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,124 ms,172 Mbps,22118 kB/s
130.162.170.56,443,2606:f240:f00:6acf:0:a6f4:7f65:1ab7,US,Frankfurt,隧道,134 ms,260 Mbps,33280 kB/s
132.226.214.36,443,2a0b:21c0:1007:1c8:0:e14d:a5e0:d75c,DE,Frankfurt,隧道,142 ms,140 Mbps,18022 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,29 ms,69 Mbps,8903 kB/s
130.162.175.220,443,2a0b:21c0:1007:cb:0:22cb:f4f5:2861,DE,Frankfurt,隧道,122 ms,236 Mbps,30310 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,114 ms,25 Mbps,3213 kB/s
155.248.181.189,443,155.248.181.189,JP,Tokyo,中转,236 ms,31 Mbps,4047 kB/s
143.47.183.1,443,2606:f240:f00:2be4:0:84ac:bcf3:bd8a,US,Frankfurt,隧道,124 ms,224 Mbps,28774 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,128 ms,45 Mbps,5765 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,73 ms,300 Mbps,38502 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:13c,KR,Seoul,隧道,216 ms,80 Mbps,10342 kB/s
