中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,6 ms,5 Mbps,666 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,669 Mbps,85708 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,53 ms,397 Mbps,50892 kB/s
129.146.46.164,443,129.146.46.164,313 Mbps,40140 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,54 ms,373 Mbps,47820 kB/s
35.197.23.75,443,35.212.184.110,US,Seattle,隧道,77 ms,333 Mbps,42700 kB/s
35.230.79.26,443,35.212.184.110,US,Seattle,隧道,77 ms,334 Mbps,42803 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,91 ms,302 Mbps,38707 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,79 ms,356 Mbps,45670 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,280 Mbps,35840 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,79 ms,130 Mbps,16691 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,90 ms,48 Mbps,6169 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,59 ms,438 Mbps,56115 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,102 ms,226 Mbps,28979 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,93 ms,221 Mbps,28364 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,94 ms,45 Mbps,5871 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,170 ms,40 Mbps,5149 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,170 ms,36 Mbps,4730 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,209 ms,32 Mbps,4136 kB/s
3.112.21.102,443,3.112.21.102,JP,Hong Kong,中转,164 ms,130 Mbps,16691 kB/s
150.230.63.93,443,150.230.63.93,42 Mbps,5410 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,212 ms,10 Mbps,1358 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,238 ms,9 Mbps,1169 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,234 ms,36 Mbps,4608 kB/s
168.138.212.80,443,168.138.212.80,JP,Singapore,中转,162 ms,37 Mbps,4840 kB/s
