中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
34.82.76.253,443,35.185.242.6,US,Seattle,隧道,25 ms,952 Mbps,121856 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,12 ms,1968 Mbps,251904 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,107 ms,227 Mbps,29081 kB/s
35.197.23.75,443,35.212.218.41,US,Seattle,隧道,28 ms,597 Mbps,76492 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,152 ms,40 Mbps,5208 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,49 ms,635 Mbps,81305 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,13 ms,556 Mbps,71270 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,8 ms,904 Mbps,115712 kB/s
35.230.79.26,443,35.212.218.41,US,Seattle,隧道,35 ms,912 Mbps,116736 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,70 ms,128 Mbps,16384 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,36 ms,79 Mbps,10137 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,74 ms,433 Mbps,55500 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,170 ms,117 Mbps,15052 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,49 ms,288 Mbps,36966 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,82 ms,40 Mbps,5159 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,173 ms,3 Mbps,410 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,148 ms,149 Mbps,19148 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,164 ms,174 Mbps,22323 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,172 ms,151 Mbps,19353 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,163 ms,129 Mbps,16588 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,142 ms,141 Mbps,18124 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,112 ms,229 Mbps,29388 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,163 ms,120 Mbps,15462 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,147 ms,40 Mbps,5231 kB/s
143.47.182.90,443,2a0b:21c0:100a:1f9:0:6f3e:55bb:2a14,DE,Frankfurt,隧道,159 ms,109 Mbps,14028 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,173 ms,4 Mbps,569 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Portland,隧道,117 ms,172 Mbps,22118 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,171 ms,32 Mbps,4164 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,88 ms,46 Mbps,5944 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,110 ms,51 Mbps,6530 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,170 ms,42 Mbps,5455 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,161 ms,38 Mbps,4900 kB/s
193.123.38.223,443,2606:f240:f00:6acf:0:b571:8b7a:fe54,US,Frankfurt,隧道,185 ms,114 Mbps,14643 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,170 ms,44 Mbps,5674 kB/s
158.101.217.62,443,2606:f240:f00:6acf:0:e91d:7cc8:58b5,US,Frankfurt,隧道,182 ms,113 Mbps,14540 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,185 ms,44 Mbps,5666 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,166 ms,48 Mbps,6255 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,153 ms,3 Mbps,392 kB/s
130.162.144.191,443,2a09:bac5:4732:155::22:11a,KR,Seoul,隧道,164 ms,42 Mbps,5422 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,167 ms,33 Mbps,4294 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,143 ms,41 Mbps,5357 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,177 ms,42 Mbps,5473 kB/s
129.159.84.71,443,129.159.84.71,US,Newark,中转,165 ms,0 Mbps,87 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,235 ms,66 Mbps,8462 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,167 ms,44 Mbps,5638 kB/s
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,189 ms,1 Mbps,195 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,164 ms,0 Mbps,54 kB/s
193.123.80.245,443,193.123.80.245,AE,Paris,中转,259 ms,27 Mbps,3465 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,168 ms,18 Mbps,2376 kB/s
