中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,30 ms,687 Mbps,87961 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,7 ms,1544 Mbps,197632 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,16 ms,676 Mbps,86528 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,16 ms,904 Mbps,115712 kB/s
129.146.46.164,443,129.146.46.164,311 Mbps,39833 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,23 ms,920 Mbps,117760 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,22 ms,888 Mbps,113664 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,110 ms,197 Mbps,25292 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,52 ms,419 Mbps,53657 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,70 ms,142 Mbps,18227 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,116 ms,37 Mbps,4800 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,75 ms,3 Mbps,411 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,68 ms,289 Mbps,37068 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,72 ms,276 Mbps,35328 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,118 ms,17 Mbps,2207 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,158 ms,112 Mbps,14336 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,123 ms,2 Mbps,276 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,176 ms,100 Mbps,12902 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,173 ms,96 Mbps,12288 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,150 ms,46 Mbps,5932 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,131 ms,46 Mbps,5984 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,141 ms,149 Mbps,19148 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,166 ms,2 Mbps,332 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,166 ms,41 Mbps,5335 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,164 ms,140 Mbps,17920 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,160 ms,43 Mbps,5548 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,176 ms,39 Mbps,5008 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,174 ms,32 Mbps,4151 kB/s
143.47.235.241,443,2a0b:21c0:1007:1c8:0:a0f9:d365:d7a3,DE,Frankfurt,隧道,163 ms,117 Mbps,15052 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,156 ms,29 Mbps,3820 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,317 ms,5 Mbps,738 kB/s
47.57.233.126,443,47.89.252.205,US,San Jose,隧道,160 ms,1 Mbps,250 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,163 ms,2 Mbps,331 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,262 ms,0 Mbps,35 kB/s
