中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,69 ms,284 Mbps,36454 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,72 ms,308 Mbps,39526 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,68 ms,256 Mbps,32768 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,30 ms,471 Mbps,60313 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,124 ms,46 Mbps,5888 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,88 ms,238 Mbps,30515 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,21 ms,683 Mbps,87449 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,6 ms,89 Mbps,11468 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,69 ms,316 Mbps,40550 kB/s
192.9.138.241,443,192.9.138.241,,San Jose,中转,0 ms,340 Mbps,43622 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,109 ms,43 Mbps,5525 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,89 ms,252 Mbps,32358 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,64 ms,332 Mbps,42496 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,70 ms,324 Mbps,41472 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,66 ms,348 Mbps,44544 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,89 ms,41 Mbps,5354 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,65 ms,78 Mbps,10035 kB/s
138.3.254.39,443,138.3.254.39,,colo.txt:Frankfurt,中转,0 ms,208 Mbps,26624 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,37 ms,84 Mbps,10752 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,91 ms,222 Mbps,28467 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,87 ms,49 Mbps,6324 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,133 ms,553 Mbps,70860 kB/s
130.61.23.77,443,130.61.23.77,153 Mbps,19660 kB/s
