中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
43.153.103.203,443,43.153.103.203,US,San Jose,中转,74 ms,465 Mbps,59596 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,15 ms,77 Mbps,9932 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,62 ms,318 Mbps,40755 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,69 ms,436 Mbps,55808 kB/s
35.197.23.75,443,35.212.248.117,US,Seattle,隧道,55 ms,426 Mbps,54579 kB/s
129.146.46.164,443,129.146.46.164,US,271 Mbps,34713 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,59 ms,359 Mbps,45977 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,59 ms,522 Mbps,66867 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,28 ms,720 Mbps,92160 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,116 ms,180 Mbps,23142 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,114 ms,176 Mbps,22630 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,26 ms,652 Mbps,83456 kB/s
34.82.76.253,443,34.83.80.46,US,Seattle,隧道,81 ms,460 Mbps,58880 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,40 ms,401 Mbps,51404 kB/s
35.230.79.26,443,35.212.248.117,US,Seattle,隧道,69 ms,406 Mbps,52019 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,32 ms,43 Mbps,5542 kB/s
47.90.141.204,443,91.149.239.234,US,Los Angeles,隧道,37 ms,34 Mbps,4474 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,105 ms,43 Mbps,5593 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,119 ms,24 Mbps,3104 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,87 ms,137 Mbps,17612 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,131 ms,231 Mbps,29593 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,125 ms,208 Mbps,26726 kB/s
143.47.182.90,443,2606:f240:f00:a683:0:7502:5f9e:69f,US,Frankfurt,隧道,129 ms,196 Mbps,25088 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,116 ms,80 Mbps,10240 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,126 ms,94 Mbps,12083 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,70 ms,4 Mbps,617 kB/s
192.9.146.103,443,192.9.146.103,US,Los Angeles,中转,66 ms,377 Mbps,48332 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,111 ms,44 Mbps,5728 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,65 ms,49 Mbps,6337 kB/s
155.248.196.123,443,155.248.196.123,US,Toronto,中转,85 ms,38 Mbps,4889 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,162 ms,152 Mbps,19558 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,144 ms,42 Mbps,5438 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,118 ms,43 Mbps,5529 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,112 ms,41 Mbps,5283 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,113 ms,44 Mbps,5676 kB/s
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,115 ms,122 Mbps,15667 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,116 ms,224 Mbps,28774 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,64 ms,486 Mbps,62259 kB/s
