中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,6 ms,1568 Mbps,200704 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,15 ms,767 Mbps,98201 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,6 ms,1128 Mbps,144384 kB/s
35.230.79.26,443,35.212.220.140,US,Seattle,隧道,68 ms,388 Mbps,49766 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,71 ms,361 Mbps,46284 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,73 ms,245 Mbps,31436 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,73 ms,287 Mbps,36761 kB/s
35.197.23.75,443,35.212.220.140,US,Seattle,隧道,68 ms,320 Mbps,41062 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,88 ms,232 Mbps,29798 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,97 ms,220 Mbps,28262 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,403 Mbps,51609 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,63 ms,334 Mbps,42803 kB/s
141.148.244.95,443,2606:f240:f00:83a7:0:f6a2:8e54:7ae1,DE,Frankfurt,隧道,93 ms,212 Mbps,27136 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,93 ms,35 Mbps,4497 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,260 Mbps,33382 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,97 ms,45 Mbps,5816 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,95 ms,213 Mbps,27340 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,95 ms,42 Mbps,5426 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,181 ms,47 Mbps,6054 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,173 ms,131 Mbps,16793 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,166 ms,44 Mbps,5674 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,175 ms,40 Mbps,5212 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,198 ms,74 Mbps,9533 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,201 ms,9 Mbps,1190 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,216 ms,35 Mbps,4514 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,226 ms,31 Mbps,4056 kB/s
8.219.52.156,443,8.222.222.65,SG,Singapore,隧道,240 ms,53 Mbps,6822 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,234 ms,21 Mbps,2775 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,237 ms,2 Mbps,310 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,243 ms,64 Mbps,8197 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,218 ms,83 Mbps,10649 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,6 ms,58 Mbps,7527 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,0 ms,0 Mbps,25 kB/s
