中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.23.254.51,443,198.23.254.51,US,San Jose,中转,27 ms,549 Mbps,70348 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,16 ms,1184 Mbps,151552 kB/s
129.146.7.98,443,2a09:bac5:60ea:1173::1bd:d5,US,Los Angeles,隧道,25 ms,90 Mbps,11571 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,31 ms,1032 Mbps,132096 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,25 ms,343 Mbps,43929 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,40 ms,369 Mbps,47308 kB/s
35.197.23.75,443,35.212.152.202,US,Seattle,隧道,55 ms,509 Mbps,65228 kB/s
35.230.79.26,443,35.212.152.202,US,Seattle,隧道,44 ms,571 Mbps,73113 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,24 ms,1056 Mbps,135168 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,72 ms,269 Mbps,34508 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,,Los Angeles,隧道,0 ms,66 Mbps,8498 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,33 ms,163 Mbps,20889 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,65 ms,384 Mbps,49254 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,28 ms,512 Mbps,65536 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,49 ms,493 Mbps,63180 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,27 ms,46 Mbps,5900 kB/s
34.82.76.253,443,104.198.8.26,US,Seattle,隧道,50 ms,583 Mbps,74649 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,80 ms,316 Mbps,40448 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,67 ms,46 Mbps,5921 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,75 ms,42 Mbps,5472 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,126 ms,193 Mbps,24780 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,143 ms,114 Mbps,14643 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,171 ms,39 Mbps,5050 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,59 ms,7 Mbps,950 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,39 ms,46 Mbps,5929 kB/s
47.90.141.204,443,91.149.239.145,US,Los Angeles,隧道,96 ms,35 Mbps,4564 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,148 ms,134 Mbps,17203 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,141 ms,156 Mbps,20070 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,153 ms,156 Mbps,19968 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,136 ms,133 Mbps,17100 kB/s
130.162.175.136,443,2606:f240:f00:6acf:0:fd4c:6069:6e52,US,Frankfurt,隧道,158 ms,123 Mbps,15769 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,164 ms,107 Mbps,13721 kB/s
141.144.199.182,443,2a0b:21c0:100a:1f9:0:e8b4:a0ee:ba02,DE,Frankfurt,隧道,142 ms,131 Mbps,16793 kB/s
131.186.22.181,443,2607:a400:a:6b:0:36ac:9291:391,US,Los Angeles,隧道,169 ms,119 Mbps,15257 kB/s
193.122.101.195,443,193.122.101.195,KR,Seoul,中转,150 ms,184 Mbps,23654 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,148 ms,135 Mbps,17305 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,153 ms,141 Mbps,18124 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,177 ms,64 Mbps,8286 kB/s
140.84.179.114,443,140.84.179.114,MX,Atlanta,中转,113 ms,155 Mbps,19865 kB/s
130.162.186.144,443,2a0b:21c0:100a:1b7:0:73b1:d1f8:2ad6,DE,Frankfurt,隧道,153 ms,77 Mbps,9906 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,198 ms,2 Mbps,378 kB/s
144.24.73.232,443,144.24.73.232,KR,Seoul,中转,172 ms,41 Mbps,5333 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,147 ms,42 Mbps,5410 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,146 ms,132 Mbps,16896 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,173 ms,109 Mbps,14028 kB/s
130.162.132.84,443,2607:a400:a:6c:0:8b68:4505:5826,US,Los Angeles,隧道,152 ms,111 Mbps,14233 kB/s
193.123.60.41,443,2a0b:21c0:1007:ca:0:caa6:e525:3c2a,DE,Frankfurt,隧道,153 ms,123 Mbps,15769 kB/s
193.123.62.89,443,2a0b:21c0:100a:1b2:0:2ff9:2865:2c2c,DE,Frankfurt,隧道,170 ms,117 Mbps,15052 kB/s
150.230.249.48,443,150.230.249.48,KR,Seoul,中转,158 ms,114 Mbps,14643 kB/s
152.70.55.205,443,2606:f240:f00:6acf:0:c44e:27ba:40ac,US,Frankfurt,隧道,188 ms,136 Mbps,17408 kB/s
150.230.62.103,443,2603:c023:8:c6ee:e0a7:ed47:4a61:5473,JP,Osaka,隧道,195 ms,79 Mbps,10137 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,172 ms,19 Mbps,2553 kB/s
193.122.119.237,443,193.122.119.237,KR,Seoul,中转,137 ms,48 Mbps,6195 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,185 ms,103 Mbps,13209 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,118 ms,51 Mbps,6611 kB/s
141.147.147.180,443,141.147.147.180,JP,Osaka,中转,225 ms,40 Mbps,5170 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,150 ms,140 Mbps,18022 kB/s
193.123.250.146,443,2607:a400:a:6b:0:2696:6b51:b969,US,Los Angeles,隧道,198 ms,101 Mbps,13004 kB/s
141.147.40.199,443,2a0b:21c0:1007:1c7:0:7c2a:d9fa:165a,DE,Frankfurt,隧道,165 ms,141 Mbps,18124 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,166 ms,44 Mbps,5747 kB/s
158.180.92.59,443,158.180.92.59,KR,Seoul,中转,140 ms,135 Mbps,17305 kB/s
152.67.222.167,443,152.67.222.167,KR,Seoul,中转,193 ms,41 Mbps,5331 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,182 ms,24 Mbps,3142 kB/s
193.123.224.169,443,2607:a400:a:6b:0:e7f4:391c:d7c2,US,Los Angeles,隧道,189 ms,95 Mbps,12185 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,202 ms,75 Mbps,9668 kB/s
129.159.22.4,443,129.159.22.4,IN,Chennai,中转,238 ms,7 Mbps,1012 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,169 ms,3 Mbps,503 kB/s
130.162.144.191,443,2a09:bac1:3f20:90::299:22,KR,Seoul,隧道,172 ms,37 Mbps,4829 kB/s
146.56.42.14,443,2607:a400:a:6c:0:75b6:9b67:fb47,US,Los Angeles,隧道,184 ms,93 Mbps,11980 kB/s
152.69.225.115,443,128.14.104.155,SG,Singapore,隧道,206 ms,74 Mbps,9562 kB/s
168.138.184.172,443,168.138.184.172,SG,Singapore,中转,205 ms,91 Mbps,11673 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,190 ms,105 Mbps,13516 kB/s
8.212.44.95,443,47.76.21.103,HK,Hong Kong,隧道,260 ms,5 Mbps,758 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,169 ms,1 Mbps,237 kB/s
8.219.139.163,443,47.245.84.175,SG,Singapore,隧道,288 ms,52 Mbps,6754 kB/s
158.178.238.239,443,104.28.222.43,SG,Singapore,隧道,195 ms,33 Mbps,4270 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,165 ms,113 Mbps,14540 kB/s
