中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
3.144.191.4,443,3.144.191.4,US,Columbus,中转,25 ms,764 Mbps,97894 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,97 ms,48 Mbps,6149 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,69 ms,567 Mbps,72601 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,74 ms,337 Mbps,43212 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,149 ms,354 Mbps,45363 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,61 ms,389 Mbps,49868 kB/s
47.253.152.99,443,47.253.152.99,US,Ashburn,中转,15 ms,344 Mbps,44032 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,66 ms,250 Mbps,32051 kB/s
47.253.192.14,443,47.253.192.14,US,Ashburn,中转,8 ms,415 Mbps,53145 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,104 ms,238 Mbps,30515 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,22 ms,148 Mbps,18944 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,84 ms,95 Mbps,12185 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,102 ms,206 Mbps,26419 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,64 ms,20 Mbps,2657 kB/s
141.147.78.63,443,2a0b:21c0:1007:1c9:0:6f12:bd36:ff3f,DE,Frankfurt,隧道,121 ms,134 Mbps,17203 kB/s
47.253.129.190,443,47.253.129.190,US,Ashburn,中转,11 ms,31 Mbps,4090 kB/s
129.146.7.98,443,2a09:bac5:60eb:183c::26a:78,US,Los Angeles,隧道,75 ms,54 Mbps,6992 kB/s
158.178.147.110,443,2606:f240:f00:a683:0:1890:83b2:7b5b,US,Frankfurt,隧道,97 ms,216 Mbps,27750 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,82 ms,332 Mbps,42496 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,20 ms,68 Mbps,8788 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,88 ms,42 Mbps,5473 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,162 ms,198 Mbps,25395 kB/s
130.61.23.77,443,130.61.23.77,DE,208 Mbps,26726 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,41 ms,64 Mbps,8221 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,251 Mbps,32153 kB/s
144.24.53.45,443,144.24.53.45,US,Los Angeles,中转,68 ms,45 Mbps,5854 kB/s
141.144.196.172,443,2a0b:21c0:100a:1b0:0:2e15:dae0:4676,DE,Frankfurt,隧道,117 ms,236 Mbps,30310 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,85 ms,342 Mbps,43827 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,93 ms,264 Mbps,33792 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,67 ms,50 Mbps,6432 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,80 ms,117 Mbps,15052 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,124 ms,35 Mbps,4560 kB/s
130.162.217.245,443,98.98.166.182,US,Frankfurt,隧道,95 ms,220 Mbps,28262 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,97 ms,218 Mbps,27955 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,89 ms,41 Mbps,5311 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,70 ms,44 Mbps,5744 kB/s
140.238.82.132,443,2a0b:21c0:100a:1b5:0:88b2:c5ed:e2ff,DE,Frankfurt,隧道,131 ms,233 Mbps,29900 kB/s
129.153.116.130,443,129.153.116.130,US,Los Angeles,中转,62 ms,39 Mbps,5068 kB/s
141.147.76.138,443,2a0b:21c0:100a:1f9:0:a2c9:52c0:7b4f,DE,Frankfurt,隧道,138 ms,105 Mbps,13516 kB/s
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,116 ms,203 Mbps,26009 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,90 ms,44 Mbps,5693 kB/s
