中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Chicago,中转,15 ms,504 Mbps,64512 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,13 ms,3 Mbps,400 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,40 ms,580 Mbps,74240 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,75 ms,287 Mbps,36761 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,97 ms,36 Mbps,4658 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,69 ms,296 Mbps,37888 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,12 ms,66 Mbps,8565 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,103 ms,242 Mbps,31027 kB/s
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,90 ms,352 Mbps,45056 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,108 ms,277 Mbps,35532 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,79 ms,380 Mbps,48742 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,74 ms,306 Mbps,39219 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,117 ms,22 Mbps,2870 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,97 ms,257 Mbps,32972 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,104 ms,195 Mbps,24985 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,102 ms,46 Mbps,6003 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,99 ms,272 Mbps,34918 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,101 ms,208 Mbps,26726 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,58 ms,47 Mbps,6051 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,36 ms,26 Mbps,3336 kB/s
47.90.141.204,443,91.149.239.72,US,Los Angeles,隧道,13 ms,44 Mbps,5653 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,102 ms,246 Mbps,31539 kB/s
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,85 ms,330 Mbps,42291 kB/s
144.22.252.124,443,144.22.252.124,BR,S
