中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,2 ms,896 Mbps,114688 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,9 ms,1208 Mbps,154624 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,8 ms,1264 Mbps,161792 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,21 ms,653 Mbps,83660 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,41 ms,455 Mbps,58265 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,24 ms,832 Mbps,106496 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,78 ms,310 Mbps,39731 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,26 ms,608 Mbps,77824 kB/s
34.82.76.253,443,34.83.144.186,US,Seattle,隧道,28 ms,896 Mbps,114688 kB/s
184.169.181.217,443,184.169.181.217,US,Amsterdam,中转,2 ms,119 Mbps,15257 kB/s
3.112.21.102,443,3.112.21.102,JP,Hong Kong,中转,105 ms,196 Mbps,25190 kB/s
64.110.104.30,443,64.110.104.30,JP,Tokyo,中转,118 ms,43 Mbps,5628 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,165 ms,113 Mbps,14540 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,166 ms,120 Mbps,15462 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,143 ms,13 Mbps,1778 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,164 ms,0 Mbps,21 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,152 ms,41 Mbps,5371 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,152 ms,39 Mbps,5109 kB/s
152.70.62.177,443,2606:f240:f00:6acf:0:8ac9:98f8:d63,DE,Frankfurt,隧道,175 ms,108 Mbps,13926 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,152 ms,39 Mbps,5053 kB/s
168.138.46.67,443,168.138.46.67,JP,Hong Kong,中转,117 ms,41 Mbps,5277 kB/s
193.123.38.223,443,2606:f240:f00:dd8d:0:3dd2:fadf:bc85,DE,Frankfurt,隧道,172 ms,104 Mbps,13414 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,160 ms,159 Mbps,20377 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,190 ms,42 Mbps,5437 kB/s
131.186.17.132,443,131.186.17.132,KR,Hong Kong,中转,135 ms,46 Mbps,5989 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,160 ms,45 Mbps,5812 kB/s
129.159.84.71,443,129.159.84.71,US,London,中转,171 ms,0 Mbps,17 kB/s
