中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,10 ms,872 Mbps,111616 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,61 ms,316 Mbps,40550 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,48 ms,489 Mbps,62668 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,50 ms,285 Mbps,36556 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,53 ms,391 Mbps,50073 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,49 ms,435 Mbps,55705 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,16 ms,1 Mbps,251 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,45 ms,356 Mbps,45670 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,50 ms,511 Mbps,65433 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,103 ms,29 Mbps,3748 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,107 ms,188 Mbps,24166 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,47 ms,420 Mbps,53862 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,55 ms,503 Mbps,64409 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,452 Mbps,57856 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,110 ms,221 Mbps,28364 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,111 ms,43 Mbps,5510 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,106 ms,220 Mbps,28262 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,149 ms,46 Mbps,5984 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,153 ms,159 Mbps,20377 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,157 ms,41 Mbps,5249 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,156 ms,155 Mbps,19865 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,149 ms,45 Mbps,5796 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,110 ms,47 Mbps,6111 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,210 ms,38 Mbps,4884 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,251 ms,30 Mbps,3914 kB/s
