中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,16 ms,6 Mbps,768 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,16 ms,50 Mbps,6460 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,713 Mbps,91340 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,47 ms,428 Mbps,54784 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,329 Mbps,42188 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,65 ms,413 Mbps,52940 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,48 ms,397 Mbps,50892 kB/s
35.197.23.75,443,35.212.128.242,US,Seattle,隧道,48 ms,493 Mbps,63180 kB/s
35.230.79.26,443,35.212.128.242,US,Seattle,隧道,56 ms,460 Mbps,58982 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,52 ms,394 Mbps,50483 kB/s
34.82.76.253,443,34.127.34.227,US,Seattle,隧道,49 ms,399 Mbps,51097 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,108 ms,184 Mbps,23654 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,103 ms,224 Mbps,28774 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,105 ms,180 Mbps,23142 kB/s
152.70.56.11,443,2606:f240:f00:6acf:0:13fa:d5e1:5e71,US,Frankfurt,隧道,106 ms,120 Mbps,15462 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,101 ms,51 Mbps,6541 kB/s
140.238.173.181,443,140.238.173.181,CH,Zurich,中转,111 ms,182 Mbps,23347 kB/s
152.70.53.38,443,2606:f240:f00:5a42:0:c06b:c604:3397,US,Frankfurt,隧道,111 ms,212 Mbps,27136 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,113 ms,46 Mbps,5958 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,146 ms,149 Mbps,19148 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,109 ms,46 Mbps,6002 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,153 ms,45 Mbps,5760 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,160 ms,44 Mbps,5701 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,197 ms,37 Mbps,4770 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,203 ms,39 Mbps,5046 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,207 ms,12 Mbps,1566 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,199 ms,37 Mbps,4782 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,231 ms,1 Mbps,249 kB/s
