中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.181.70,US,Seattle,隧道,24 ms,992 Mbps,126976 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,21 ms,568 Mbps,72806 kB/s
35.230.79.26,443,35.212.181.70,US,Seattle,隧道,23 ms,816 Mbps,104448 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,2 ms,872 Mbps,111616 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,679 Mbps,86937 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,22 ms,896 Mbps,114688 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,61 ms,397 Mbps,50892 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,74 ms,6 Mbps,873 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,106 ms,267 Mbps,34201 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,116 ms,49 Mbps,6371 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,116 ms,48 Mbps,6230 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,134 ms,48 Mbps,6224 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,156 ms,164 Mbps,20992 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,154 ms,136 Mbps,17408 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,162 ms,46 Mbps,5940 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,157 ms,139 Mbps,17817 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,181 ms,28 Mbps,3669 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,174 ms,11 Mbps,1440 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,164 ms,42 Mbps,5387 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,171 ms,12 Mbps,1547 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,147 ms,40 Mbps,5223 kB/s
